"Player","BB/100","Hands","VPIP","PFR","3Bet F","Fold to F CBet","WTSD %","WSD","CBet F","CBet T"
"TheWilsonPGH","-39.01","2,906","41.69","11.07","20.59","48.28","34.24","54.94","51.70","46.51"
"oneyetwo12","-42.74","2,903","55.24","17.18","3.08","46.97","27.62","41.65","57.82","70.18"
"billciab111","74.17","2,902","46.08","22.54","8.20","54.43","25.78","55.15","73.33","50.00"
"ovrjonny","-38.87","2,901","43.18","8.84","9.38","52.33","33.62","46.81","89.83","58.97"
"War_barks1","9.28","2,901","35.83","20.55","10.00","50.35","33.74","51.66","49.34","56.82"
"BigSki85","-77.88","2,900","47.14","12.37","7.81","59.91","32.31","44.59","72.20","77.11"
"larrye136","3.36","2,893","30.49","9.43","3.03","44.12","29.36","55.17","86.62","66.67"
"Dcutie316","-48.15","2,889","82.01","11.24","2.19","54.86","37.46","46.05","61.67","91.67"
"mrchhrePA","-40.11","2,886","30.45","19.21","4.00","48.91","31.98","50.00","38.18","65.52"
"codydice","-114.81","2,884","59.51","8.45","5.26","35.19","33.18","40.64","55.33","72.73"
"DvilleDave","-21.86","2,884","39.99","11.46","4.17","53.00","28.13","49.42","90.42","58.54"
"o0 EvilEv 0o","-28.68","2,883","37.22","2.89","2.63","57.14","32.03","55.75","43.64","76.92"
"hopesmilelive","2.35","2,880","27.86","9.77","0.00","65.48","21.55","51.38","80.58","63.27"
"mack611223","-81.55","2,876","55.44","18.50","13.10","67.06","29.10","40.60","50.90","85.33"
"nutmac","26.16","2,875","32.68","9.37","8.33","54.55","30.28","56.15","70.67","51.02"
"x Sin Dali x","-4.09","2,873","37.29","22.05","6.98","37.14","32.46","46.65","66.26","55.77"
"Vetteman98","-4.85","2,872","34.31","4.06","1.79","46.15","30.91","48.16","87.84","66.67"
"TheKing446911","9.78","2,871","30.69","14.13","20.59","45.93","28.30","51.81","64.11","41.18"
"10k_Maniacs","-13.01","2,857","45.90","5.09","2.90","59.02","26.18","41.16","90.54","96.55"
"visionsofghandi","18.98","2,856","31.58","21.44","6.45","41.22","24.40","57.14","66.15","53.40"
"Kevin Bloom","-17.14","2,856","34.39","3.32","15.38","45.83","37.24","48.78","92.00","81.82"
"MixedR","10.95","2,856","24.95","12.01","4.17","40.17","28.02","51.60","88.96","61.67"
"Beesh31","27.77","2,855","26.36","20.26","15.38","56.96","30.52","59.62","60.27","56.10"
"psnamtar","-21.42","2,854","24.26","3.13","0.00","46.39","30.75","53.10","47.50","50.00"
"ULOSEYSTU316","-34.42","2,848","42.99","9.04","3.23","48.18","34.77","52.60","71.65","55.56"
"800igHQ","-15.96","2,846","33.66","14.68","11.11","50.00","29.74","52.48","40.18","35.00"
"zadvocate22","-49.88","2,843","25.60","13.74","5.26","41.55","30.59","43.16","82.14","64.79"
"thugnuts420","-33.26","2,840","32.94","7.66","6.67","56.38","31.58","52.73","47.66","56.52"
"soulove88","0.34","2,836","54.46","24.08","6.82","46.58","30.58","52.90","60.76","58.54"
"naturallegend","-30.46","2,835","34.49","16.96","4.65","65.54","27.75","48.31","66.55","78.49"
"nice joe 22","-30.41","2,830","51.47","24.38","2.00","51.16","24.54","41.69","56.00","59.04"
"tebconsulting","-16.54","2,823","54.57","12.30","2.67","57.60","31.87","49.16","61.68","47.06"
"rockstar000311","-34.72","2,822","54.37","19.00","5.88","33.90","41.40","48.84","31.91","60.87"
"marcrwilson0727","-7.85","2,820","63.94","1.59","0.00","54.15","33.24","50.48","40.00","100.00"
"boooolian","9.13","2,819","22.86","18.37","16.13","46.30","29.57","58.99","76.12","59.09"
"Jjdeez007","-55.51","2,819","57.33","17.63","6.56","42.50","37.85","45.22","68.90","54.43"
"tsprizzle09","-20.77","2,813","38.35","4.60","0.00","40.88","28.80","42.43","94.34","92.86"
"sandman4278","-75.03","2,808","43.84","1.86","4.62","48.25","33.02","47.92","53.13","81.82"
"chip+chair80","-37.10","2,807","46.22","4.24","4.65","53.10","32.23","48.86","71.43","64.71"
"EFREEEEZE","-0.18","2,806","47.31","11.08","3.70","40.00","31.51","51.02","71.20","76.92"
"billfan17","-17.28","2,804","40.30","21.10","7.14","24.12","35.84","47.51","80.00","62.10"
"Wentzfather2","-16.09","2,804","42.11","29.82","7.89","50.71","36.29","52.89","63.18","50.35"
"Lizzie15","2.47","2,789","43.53","4.33","0.00","68.53","29.14","51.48","89.06","66.67"
"RobandHood","-17.13","2,788","26.99","22.99","6.90","36.59","39.30","51.11","66.87","49.54"
"William340pa","-8.28","2,787","18.64","15.61","0.00","50.94","31.07","52.82","62.00","55.17"
"MIKEg5050","-78.99","2,783","69.03","19.63","5.26","56.52","35.06","44.91","53.77","73.12"
"harley080808","-18.71","2,783","43.88","12.62","4.08","49.09","25.33","45.72","60.64","80.49"
"215joustNEP","-120.78","2,782","59.51","11.23","1.69","32.37","35.28","43.56","27.22","39.13"
"disturbed0076","-22.95","2,776","55.71","5.36","3.08","60.37","31.89","47.91","69.51","67.74"
"Wallofcards","-5.19","2,772","29.20","5.54","4.35","49.40","33.96","53.42","71.43","85.29"
"Cassanova Romeo","-31.62","2,770","60.07","31.77","0.00","56.72","31.48","45.75","43.53","54.55"
"InTopTen","1.05","2,769","32.13","3.50","0.00","55.00","30.72","54.43","62.90","62.50"
"TweakTast1c","-2.89","2,767","28.02","19.54","0.00","38.68","32.34","53.28","41.29","58.33"
"Vertigo610","-37.85","2,766","34.36","11.63","6.06","62.76","29.32","45.08","79.89","60.32"
"DepartedDude","-243.36","2,765","66.70","18.72","6.00","28.76","33.26","37.50","76.03","82.22"
"Kelsr49","-27.70","2,761","62.14","18.42","6.94","56.60","31.37","42.21","34.16","64.29"
"hashtagblockers","28.32","2,753","31.18","12.91","0.00","52.80","32.13","53.43","68.83","72.34"
"Rent Collecting","-3.74","2,749","39.97","24.51","6.45","68.32","27.44","51.65","45.68","59.09"
"AGoodGiraffe","10.01","2,746","30.94","16.73","0.00","55.81","29.24","51.68","65.53","50.00"
"savant567","-78.40","2,744","93.39","41.60","11.11","51.55","31.27","43.13","85.60","78.24"
"53HerbieLoveBug","-11.25","2,737","20.25","15.51","0.00","57.14","31.14","53.14","54.91","59.18"
"jtmfmf","-21.32","2,734","55.45","4.45","1.82","58.44","28.47","53.51","57.89","52.38"
"CrowOfJudgement","-42.02","2,729","56.29","4.75","1.41","46.73","32.41","42.88","79.41","50.00"
"Cmadbar","-107.00","2,729","66.11","14.88","14.02","49.63","29.77","39.62","86.86","71.58"
"ran2225","-17.70","2,727","39.28","9.68","13.33","50.76","29.19","46.77","55.24","75.00"
"ziggity89","-16.30","2,717","36.26","6.40","3.70","45.75","40.31","46.92","68.63","65.63"
"PghProduct79","7.54","2,714","54.07","8.27","18.75","57.32","31.47","52.14","47.29","80.00"
"TheBoulder42","-12.25","2,699","26.13","13.64","0.00","51.35","33.72","49.14","88.76","80.00"
"puppydogfeetxxx","-85.86","2,699","94.22","50.47","1.20","54.12","37.12","45.60","53.30","66.99"
"rommel1965","-30.69","2,696","53.37","21.83","9.38","49.22","28.86","44.44","70.55","81.08"
"socksands746","-24.67","2,688","29.48","19.16","4.76","31.25","31.07","47.06","83.40","42.71"
"npdie217","-2.24","2,684","33.49","1.29","4.76","36.81","42.80","63.68","0.00","-"
"Wrenkishi","-18.87","2,682","37.65","10.93","0.00","47.62","28.42","45.93","45.52","57.14"
"Jwill15265","13.78","2,681","45.36","12.07","0.00","37.50","32.64","46.44","42.61","55.88"
"Dqu21","-23.95","2,670","45.68","14.75","3.70","52.06","28.13","48.83","70.05","50.70"
"Konstantink89","-32.77","2,670","48.32","27.68","27.03","69.33","29.07","44.84","33.87","72.55"
"dlank62","-53.58","2,665","70.42","28.23","3.60","33.33","26.36","36.42","88.18","72.56"
"Jacobace223","-0.23","2,656","55.75","12.78","10.34","38.36","34.12","42.94","78.95","30.00"
"ZZholdemPA","49.48","2,655","40.51","18.08","0.00","50.00","30.91","52.66","68.15","47.14"
"azaleski003","-0.31","2,655","32.44","7.97","2.33","50.68","29.42","43.61","79.66","77.08"
"fity1970","-190.66","2,653","85.02","29.78","18.57","24.71","42.18","38.06","68.82","85.00"
"Tadpole1970","-30.35","2,649","58.18","8.26","5.36","53.58","29.35","48.83","57.69","60.87"
"Poker4sunny","2.91","2,635","33.86","10.40","5.71","62.24","28.34","58.30","63.40","41.67"
"mubutujucu15","-17.53","2,632","43.39","5.41","2.94","50.00","27.85","45.23","84.72","85.71"
"letswagers","-36.98","2,632","38.13","23.59","3.33","32.14","36.13","47.54","63.83","68.91"
"S.G.432","-163.55","2,629","60.25","19.98","22.62","32.76","29.27","30.98","64.86","61.84"
"phranklinsaint","-7.28","2,627","24.35","14.30","0.00","44.71","32.24","53.62","39.15","31.82"
"ShoookYa","-38.03","2,620","32.08","4.38","0.00","55.63","32.68","49.50","60.61","88.89"
"HavocBait","-6.28","2,608","34.99","17.05","2.22","57.69","30.97","53.21","76.31","39.39"
"gmoney313131","-38.32","2,606","47.53","24.25","0.00","48.71","30.21","53.80","87.46","95.58"
"moasf33","-3.59","2,605","60.45","9.54","2.33","59.46","26.17","48.78","62.34","50.00"
"Regicide187","-22.58","2,598","42.35","18.23","11.43","51.18","29.21","43.65","66.38","59.02"
"ScourgeMcDuckdx","-41.87","2,596","25.81","22.14","7.69","55.29","35.23","48.91","58.36","59.26"
"TGILL51","6.58","2,594","43.52","12.85","5.13","49.25","27.68","41.11","69.14","58.73"
"PrestigeWorld","-4.06","2,591","35.87","19.86","0.00","38.89","34.20","52.22","57.09","56.58"
"bluglass29","-37.00","2,590","39.37","9.26","16.67","64.22","32.08","45.94","48.84","40.00"
"Mckidsdad","-34.38","2,587","43.58","8.87","3.85","60.85","26.71","45.95","44.07","20.83"
"StumpDogg878","-75.52","2,584","73.68","30.43","8.16","38.78","33.77","42.80","61.68","40.23"
"Parallax147","-2.49","2,575","31.86","13.25","15.79","57.14","24.76","55.34","80.25","50.85"
"nicepotatosalad","-77.99","2,573","42.50","0.36","2.17","30.28","28.71","36.84","100.00","66.67"
"Jakutaman","31.59","2,570","25.06","11.70","16.67","40.91","29.18","60.29","55.06","67.39"
"silk279279","-98.13","2,569","48.84","19.96","31.37","66.04","31.64","38.24","95.24","94.92"
"TristanB1989","-23.14","2,569","44.01","37.26","8.33","32.17","35.72","44.27","80.23","54.36"
"flamingherbsty","-36.67","2,567","43.34","5.73","9.52","54.90","38.19","53.65","36.07","64.29"
"FloppynutzMcGee","-0.24","2,565","41.76","6.06","3.70","59.45","33.04","49.47","64.94","83.33"
"TK5127","-61.29","2,565","54.78","0.84","3.85","49.86","36.52","49.08","60.00","66.67"
"Ref2mk2","-82.69","2,563","68.30","8.08","4.29","40.99","40.97","42.52","42.61","73.68"
"Ms.Picklefoot","-6.36","2,562","37.11","8.15","7.32","56.41","27.55","47.84","72.03","74.36"
"x5-151452","8.38","2,556","28.15","10.28","4.55","40.17","30.32","53.49","68.00","61.90"
"ridgewood888","-7.96","2,555","32.02","20.03","16.00","44.21","29.94","57.89","55.47","50.00"
"aejak","-50.58","2,548","53.72","10.07","0.00","45.36","28.54","39.44","75.84","75.00"
"ENISS2315","-9.70","2,542","46.18","9.32","2.68","64.52","35.06","54.68","89.17","85.92"
"gimmegimme1396","-16.42","2,538","23.53","6.59","8.33","48.94","26.88","56.08","52.43","77.27"
"whatsluck7","-2.07","2,537","22.60","16.79","10.53","57.75","25.84","63.01","61.65","54.24"
"astrozomb1e78","-19.53","2,536","47.08","19.39","2.22","42.25","30.28","49.13","62.17","51.79"
"nytomoon","-6.80","2,534","39.17","23.82","0.00","58.09","31.31","50.87","64.09","65.42"
"BWizz6817","-18.72","2,532","47.18","13.30","4.35","52.31","28.56","46.88","41.33","48.65"
"uroutplayed506","-3.87","2,532","64.71","38.73","5.56","35.54","38.58","45.96","36.13","74.73"
"purebred79","-37.86","2,526","46.94","10.44","17.02","64.40","24.74","39.02","72.18","73.53"
"Zehd89","12.38","2,522","33.06","15.03","4.55","61.22","30.88","42.69","77.61","96.10"
"QUE$T10NABLE","-5.78","2,518","24.59","8.50","0.00","57.02","25.76","57.06","66.39","47.37"
"theoilman903","-22.94","2,517","43.31","11.05","6.25","50.57","27.85","46.56","76.19","80.39"
"Raindrop1528","7.67","2,515","46.38","10.99","4.88","46.61","34.11","50.51","72.93","79.41"
"DragonRock134","-42.97","2,511","57.18","19.58","3.77","37.22","37.40","45.97","73.01","46.48"
"RDethlefs","8.01","2,508","34.21","4.14","0.00","63.20","24.64","58.17","61.22","38.46"
"ajd470","23.19","2,502","46.44","2.93","9.52","60.00","27.37","60.47","67.44","92.86"
"steelbeach87","-34.97","2,499","42.52","10.66","15.79","56.47","32.13","49.85","64.96","73.53"
"freuddufford","-23.42","2,494","41.17","5.86","23.53","52.94","37.78","60.15","29.51","62.50"
"secondincome919","-22.54","2,494","40.93","22.52","16.22","52.48","28.36","52.55","47.73","50.79"
"ikon967","-9.70","2,494","32.10","10.67","9.52","61.90","24.57","47.76","65.32","54.29"
"carusoj2","-7.67","2,493","39.36","8.89","15.38","50.91","32.70","51.83","56.10","67.44"
"PVBandit","-139.16","2,491","40.75","32.84","17.24","41.98","38.72","41.43","36.75","89.53"
"Raptor219","-31.24","2,486","23.67","0.45","15.38","66.04","30.87","57.75","50.00","100.00"
"r97253","14.17","2,485","32.38","20.42","12.24","57.28","25.13","51.53","73.90","48.96"
"Khaos1963","-33.06","2,480","53.36","7.27","4.55","57.03","31.29","47.84","63.04","61.76"
"Plato8810","-37.85","2,476","31.61","16.09","20.00","50.00","29.05","45.98","64.86","58.62"
"harryfzq","-25.70","2,472","46.91","10.05","3.23","47.03","33.48","45.77","62.96","77.50"
"St.Germain88","-18.84","2,467","41.18","8.50","3.23","48.13","32.15","51.30","72.82","58.33"
"FishStix555","23.33","2,465","35.39","12.44","9.52","39.69","32.32","54.36","63.40","52.38"
"Sonny187us","-55.06","2,462","47.56","13.35","14.75","55.26","34.60","38.81","63.43","85.19"
"dogblue552","-6.07","2,455","36.77","3.66","6.06","61.54","28.00","44.36","78.43","89.47"
"DonJr1970","20.13","2,450","48.05","19.56","9.26","71.24","28.42","47.80","79.84","82.65"
"KingBenny215","6.78","2,449","23.50","17.15","7.69","58.62","29.02","49.04","70.28","46.67"
"zbaum17","-15.55","2,449","39.64","21.30","6.82","37.89","32.22","48.16","70.36","60.42"
"Basil221","-22.66","2,449","30.93","16.78","4.35","50.00","31.24","54.39","76.26","59.02"
"petewett","15.71","2,447","50.53","9.50","3.08","68.18","28.81","55.43","75.44","59.52"
"IndianHouse","-95.44","2,441","53.02","16.22","7.23","40.00","32.30","35.90","70.85","96.15"
"NorthElephant","15.17","2,440","49.98","29.40","3.92","46.95","27.11","46.82","88.34","51.55"
"Holdem1314","-16.39","2,440","47.23","7.90","3.64","55.98","23.98","48.55","88.42","70.97"
"Brickcity613","19.07","2,440","46.67","13.76","1.89","56.99","28.00","46.13","59.22","34.38"
"Colmanct1","-5.85","2,439","35.04","4.72","4.17","59.09","32.09","52.65","70.91","50.00"
"shalohaze","-0.88","2,437","29.87","21.76","3.45","56.47","30.35","55.61","54.23","51.85"
"dpax123189","-41.15","2,436","66.79","33.57","6.45","59.35","30.72","45.89","60.98","75.56"
"drewshuey","-41.94","2,433","21.02","5.85","11.11","58.33","27.71","47.59","47.22","78.57"
"Bubbaj1212","-52.38","2,432","44.13","14.64","3.03","51.45","28.74","46.44","44.98","49.06"
"Bigsmooth2114","-44.03","2,432","69.77","24.38","7.45","64.37","29.96","35.96","72.17","63.06"
"callmepetey420","-61.40","2,422","29.31","20.03","16.00","48.19","29.51","43.62","67.33","69.47"
"BlueWaterGolf","-15.56","2,418","28.24","4.40","17.14","55.32","29.14","49.78","60.42","75.00"
"mansfieldc63","-12.39","2,416","31.31","4.85","8.00","54.41","32.37","52.99","38.10","54.55"
"ArtieL29","-20.05","2,416","32.99","10.94","17.24","65.36","28.99","49.58","66.67","58.82"
"Hiccup707","-40.42","2,415","38.71","20.52","6.67","36.22","29.17","38.49","56.76","84.38"
"Nickyhoi","-6.32","2,411","31.47","2.53","4.35","61.49","31.81","59.62","90.00","57.14"
"tinankandy","-17.37","2,409","36.57","0.42","11.11","36.18","35.45","47.35","0.00","-"
"jmengel216","-10.17","2,407","37.87","8.00","0.00","55.03","30.27","55.96","40.37","61.11"
"Thomasfrazier","-22.79","2,403","38.30","0.08","0.00","59.88","28.86","65.25","0.00","-"
"lorditd1","-53.16","2,403","73.54","0.51","0.00","44.99","30.60","44.34","42.86","-"
"beedanh","-8.48","2,400","30.38","8.21","15.00","65.97","28.21","55.41","64.58","60.71"
"jrknox44","-14.46","2,393","46.36","17.54","5.88","49.48","26.01","50.84","66.67","30.99"
"jmalone912","-9.01","2,393","57.30","45.22","10.53","50.82","35.59","49.37","47.15","44.54"
"beaner196511","-2.84","2,393","35.97","13.72","9.52","53.50","30.95","57.25","43.42","55.56"
"LuckyGuyX2","-13.89","2,391","40.53","16.40","8.89","55.84","26.61","46.31","72.25","50.00"
"mjk444","-10.49","2,387","32.00","19.09","0.00","40.15","27.26","52.48","66.08","53.13"
"benfightenphils","-2.74","2,383","51.89","14.19","2.44","44.66","33.95","48.94","41.76","32.14"
"Fdallas -Phila","-1.63","2,377","24.29","1.98","20.00","54.44","31.35","61.11","86.67","100.00"
"elegantjargus","-4.51","2,377","26.31","15.04","5.00","46.43","36.43","53.85","79.44","20.55"
"hginny12","-36.38","2,376","49.59","16.24","5.97","33.82","26.24","42.42","55.26","54.55"
"Vanguard24","-5.79","2,374","39.19","8.25","8.57","55.56","34.36","47.27","42.86","42.86"
"donnahartman865","-57.06","2,374","59.32","5.00","5.13","38.63","35.69","47.24","64.71","62.50"
"ANDYSAM03","26.81","2,372","44.86","5.31","0.00","59.49","32.99","53.14","60.00","88.24"
"marquissilver","-73.03","2,369","60.34","10.36","0.00","51.36","24.83","42.59","76.22","89.06"
"shaqstoejam","-27.42","2,368","30.18","9.50","27.78","52.21","27.67","42.13","67.02","52.17"
"A Black K690","-25.28","2,368","42.65","4.69","3.33","35.03","30.63","43.95","62.50","50.00"
"AngryOwl420","-4.69","2,368","23.25","13.00","4.55","46.05","36.60","53.57","62.42","57.69"
"waffles2010","25.59","2,363","29.16","6.99","0.00","65.00","21.27","60.51","70.21","61.29"
"oscarrip42919","-72.34","2,361","55.93","13.88","5.17","62.74","33.54","41.59","55.43","63.16"
"rrrsfjk","16.26","2,360","29.11","21.36","15.38","41.30","32.76","48.34","62.71","73.77"
"Schizophrenia1","-60.18","2,356","43.04","23.36","14.71","41.72","37.01","44.81","79.27","84.91"
"chebychev15","1.54","2,355","43.32","25.92","0.00","60.53","22.48","49.48","50.18","40.91"
"Grayson2924","-18.06","2,355","47.89","9.00","4.44","58.82","20.77","42.62","84.40","73.53"
"S60T52013","-77.60","2,354","46.25","22.52","17.07","43.44","31.67","40.30","71.68","62.32"
"patricklevy429","-34.19","2,354","63.30","14.93","6.90","60.66","27.26","45.54","51.55","64.86"
"IUP2323","-67.31","2,354","40.44","15.31","16.67","48.34","33.16","46.47","84.30","55.56"
"Srsly_Sinatra","9.27","2,354","26.94","19.79","7.41","33.85","35.97","45.79","68.97","76.00"
"MOO$ESO","-81.20","2,354","63.00","8.79","8.70","38.08","37.29","39.29","66.97","33.33"
"AngelD077","-96.56","2,352","52.84","9.22","2.50","47.35","27.45","40.64","55.75","54.17"
"frschiotis","-21.35","2,352","38.37","16.03","3.85","69.17","26.95","52.04","59.64","69.05"
"MoBotMike","6.28","2,350","29.35","18.68","9.52","50.75","26.84","46.86","76.61","75.64"
"NastyWon284","10.86","2,347","42.39","12.08","2.44","43.45","26.37","50.60","74.05","77.27"
"Flerpity","36.32","2,345","33.35","13.99","4.35","63.46","24.27","46.45","76.76","73.58"
"MiltonBradley","-18.81","2,344","31.50","25.02","11.76","43.04","28.75","51.63","54.64","57.97"
"mrbeefy1990","-15.05","2,343","34.82","10.20","3.85","64.89","27.86","51.34","37.40","86.21"
"CrazyBstrd69","-64.18","2,339","63.42","1.04","15.38","55.70","32.99","55.68","62.50","100.00"
"TheRealGasman","-69.79","2,338","66.49","12.81","8.20","55.56","32.82","43.23","59.63","80.95"
"theseareurchips","-96.80","2,337","60.27","20.82","12.00","36.40","35.93","38.35","57.25","74.58"
"pazz 1972","-15.69","2,336","51.20","14.02","1.89","60.49","29.45","51.49","68.97","52.50"
"blueeyeddevil65","22.02","2,332","70.66","27.49","9.76","59.19","30.95","42.27","69.05","47.31"
"rlaky911","-27.52","2,331","36.73","11.98","0.00","50.35","26.60","47.64","75.00","51.22"
"ThinkingF0ld","-36.72","2,325","29.12","14.56","3.03","64.36","23.02","43.20","72.35","62.00"
"Cliner9er","-39.86","2,325","78.41","25.70","4.63","41.72","33.85","47.19","59.14","48.78"
"CaptainTrav25","-19.56","2,320","54.77","26.56","2.44","41.01","20.30","42.73","69.85","48.31"
"Derekd12372","-60.85","2,318","65.05","16.97","20.83","64.41","30.29","50.11","75.11","82.35"
"spookiewalt1","-51.04","2,314","48.00","33.95","8.00","44.31","30.95","46.86","55.46","71.72"
"Sopsylisa379","34.00","2,313","22.45","15.69","16.67","47.95","31.08","60.14","49.69","48.65"
"mrp215","-2.92","2,312","32.97","20.75","0.00","33.60","30.92","48.13","58.65","56.90"
"TLindeen","-28.82","2,312","65.01","38.79","3.13","54.76","23.39","44.41","75.33","59.26"
"BooksBooksBooks","5.20","2,306","36.24","17.24","5.41","35.61","29.08","44.26","50.00","66.67"
"carlcharles420","13.87","2,305","32.92","24.79","4.55","38.46","38.14","50.39","64.31","58.33"
"havek1981","-22.04","2,302","68.58","20.72","6.67","54.30","28.51","51.25","44.93","56.82"
"bushnfl2019","13.02","2,302","42.95","10.18","16.67","59.60","30.45","54.73","60.00","37.50"
"maNdeSTo","-19.21","2,301","47.13","12.02","12.50","46.41","31.40","49.69","63.24","71.05"
"mrhundoe","-93.90","2,300","67.45","28.16","5.88","60.95","32.52","42.35","57.64","62.64"
"JillSki5481","-20.64","2,298","38.29","10.93","5.56","38.46","32.35","48.60","70.34","48.48"
"schoolboydrew12","9.77","2,297","29.42","24.78","12.50","56.94","28.60","55.03","65.86","29.17"
"chizelchest11","-0.82","2,297","53.86","2.09","9.30","50.00","29.21","62.46","72.73","62.50"
"TheToddle","-41.08","2,295","50.07","18.78","14.29","48.02","32.98","50.53","51.79","62.22"
"Danwag4130","-53.15","2,295","39.43","8.10","5.26","51.37","29.45","41.98","66.37","72.73"
"transfats393","1.08","2,293","19.70","1.60","0.00","44.21","28.55","54.72","95.00","40.00"
"NFB72544","-43.37","2,293","50.83","9.38","6.90","57.00","29.43","48.50","33.33","66.67"
"Mr Chapo234","-86.02","2,292","58.51","14.92","5.26","50.22","39.45","45.49","57.58","78.05"
"nigelisadonk","-24.74","2,289","31.47","23.71","13.95","41.49","32.22","46.63","75.97","72.90"
"EdgeDweller","-88.27","2,286","61.61","16.99","3.23","44.02","35.85","42.08","72.73","78.46"
"addisonbass","-27.69","2,286","31.65","22.30","10.00","43.81","33.68","48.21","44.85","54.24"
"Lucky by 30","-20.54","2,285","43.16","20.51","29.17","37.66","34.24","43.11","57.89","53.45"
"ZeroThirtySeven","-25.27","2,285","37.20","24.57","4.00","54.37","29.60","49.79","70.57","51.69"
"Donoovan","-13.11","2,280","42.77","22.03","12.50","50.38","26.79","45.10","76.06","55.17"
"elinexz7","-36.56","2,279","59.14","27.53","10.81","52.54","32.91","44.66","48.15","57.61"
"ShaneFagan256","23.51","2,279","42.26","21.57","8.00","39.04","32.59","56.46","60.40","55.70"
"moeshow22","-42.79","2,279","56.83","13.11","3.49","58.97","32.30","42.32","85.39","74.73"
"SLDGLDancer","-12.17","2,278","35.47","7.95","4.17","51.09","32.41","58.13","57.32","52.63"
"dpeck1328","-8.03","2,277","50.52","4.82","6.45","42.11","25.99","49.51","50.94","45.45"
"harryhart60","-50.03","2,277","42.48","3.61","12.50","45.71","34.09","40.17","88.46","80.00"
"PoachedLeeks","-51.34","2,276","43.28","29.35","6.67","45.97","29.54","42.17","70.87","70.00"
"jesse12313","-118.41","2,276","41.29","14.64","3.45","39.23","28.06","35.71","78.65","76.36"
"buchanb","-31.08","2,270","38.25","1.77","13.79","47.69","36.88","50.89","88.00","91.67"
"22pelican","-80.53","2,270","45.68","25.57","6.06","46.31","30.06","37.92","71.84","63.75"
"blowjaysimpson","-6.48","2,269","41.38","7.32","6.67","51.26","31.30","46.92","81.48","82.76"
"aDuckRabbit","-4.10","2,266","24.22","15.44","0.00","54.93","26.48","53.96","62.42","61.70"
"stevechuran","-2.99","2,265","61.33","4.45","8.96","54.39","38.61","49.06","70.83","84.21"
"Yaffeo14","-47.26","2,263","56.41","14.26","5.36","52.97","23.60","36.20","89.26","41.30"
"coachof4288","5.22","2,263","33.36","5.56","0.00","65.00","31.75","58.46","73.53","61.29"
"Chorbs23","-21.35","2,262","58.65","0.58","0.00","55.34","32.48","53.26","37.50","100.00"
"Monk2021","-16.33","2,262","47.59","10.63","5.88","49.25","33.05","44.48","66.95","67.57"
"RealDaleCooper","-21.05","2,260","53.47","39.87","27.66","50.59","31.42","47.06","50.33","70.00"
"Jos953","3.08","2,260","43.02","18.58","2.04","37.70","28.85","47.78","82.23","62.12"
"UkuleleAl","20.89","2,259","29.22","11.80","8.33","58.33","22.43","53.59","81.54","56.00"
"PokemonCardsLOL","-17.78","2,258","24.91","15.63","3.13","55.56","29.92","55.43","58.82","37.50"
"Riki@$121666","-34.16","2,258","48.94","1.99","5.41","71.65","31.26","57.41","37.04","50.00"
"Biggle23","15.13","2,257","38.98","18.12","8.11","35.14","27.10","46.38","80.79","66.25"
"IppyIppy","7.99","2,253","37.54","6.79","11.11","44.16","35.78","54.04","45.45","73.68"
"2001alicja","20.36","2,251","56.64","9.71","9.09","50.82","30.95","50.78","67.92","58.62"
"minnowteeth100","23.09","2,247","37.82","19.24","3.45","53.23","28.80","60.25","56.65","56.76"
"urctwd","-28.33","2,246","47.66","0.77","9.52","69.14","27.18","55.56","77.78","60.00"
"umpire415","-67.97","2,246","41.12","4.18","13.51","32.82","33.81","41.90","75.76","50.00"
"Fugetabodit!!","19.65","2,239","51.68","18.40","6.06","50.00","33.49","47.92","54.72","62.75"
"TheQAN","-49.75","2,239","56.55","34.39","9.38","61.36","26.21","46.15","53.29","62.60"
"BillyDew11","-7.51","2,233","35.23","27.85","0.00","43.82","34.27","52.38","61.30","54.32"
"HardwoodFloor","-34.22","2,231","26.02","9.48","11.76","58.78","28.24","55.14","38.24","61.11"
"cjuth1","-8.95","2,231","53.38","20.56","6.38","43.65","28.60","42.36","72.53","64.00"
"dirtking48","14.67","2,221","32.05","11.13","10.00","53.15","33.47","50.40","71.65","47.83"
"nexxtshow21","-66.94","2,219","71.25","1.94","10.61","68.31","32.48","42.06","72.41","100.00"
"LilyBear717","-8.09","2,217","34.33","23.25","12.00","49.11","32.92","44.77","66.29","73.91"
"wizwit1","-6.93","2,217","45.14","10.01","8.82","64.03","25.35","43.22","66.02","52.94"
"Arachne31","-13.37","2,212","27.65","19.39","11.76","60.49","24.60","42.48","48.95","54.17"
"IamMe2020","2.32","2,211","46.49","5.50","13.04","42.50","26.97","45.26","74.67","44.00"
"jspa9090","-56.07","2,211","46.91","14.87","9.68","42.21","28.12","38.49","71.66","70.49"
"twopenny123","-15.74","2,209","79.25","20.72","9.72","55.95","31.29","44.09","77.87","71.23"
"steelcitykid","-111.26","2,208","63.13","14.39","11.90","43.32","29.84","38.26","69.05","46.00"
"Lyle922","-56.27","2,207","40.44","13.14","12.20","48.74","33.44","45.05","60.13","76.92"
"AndrewPowell16","10.09","2,206","44.95","14.71","5.71","50.62","28.62","49.81","74.05","61.82"
