"Player","BB/100","Hands","VPIP","PFR","3Bet F","Fold to F CBet","WTSD %","WSD","CBet F","CBet T"
"meolam","13.65","7,251","31.96","28.78","11.54","29.80","31.28","52.14","56.94","54.35"
"driven586","-8.35","7,240","37.14","4.16","3.73","76.41","25.73","54.47","66.86","81.48"
"JayyyyTeeee","-26.40","7,240","49.84","23.08","10.00","53.46","26.50","45.70","56.13","53.23"
"maxlorenz19","4.59","7,239","23.88","16.92","7.84","51.96","27.63","57.30","59.08","42.49"
"RentChecks","9.23","7,230","30.44","23.08","14.58","55.09","26.09","48.22","53.27","68.46"
"ditdo","-5.90","7,221","30.65","5.32","7.10","63.16","28.67","48.06","88.73","79.45"
"ParryHott3r","-3.65","7,214","27.13","11.55","1.72","51.17","32.01","57.40","56.71","56.12"
"kre17","-5.80","7,212","34.28","20.67","2.25","52.51","32.16","53.43","60.03","68.75"
"wavy@2023","-43.81","7,174","56.04","14.66","10.53","42.96","33.13","48.40","48.23","51.85"
"carterjames8","9.24","7,167","55.32","5.56","10.26","41.18","35.98","51.36","43.95","79.17"
"rexmace","-5.83","7,156","45.15","25.50","16.51","53.04","27.46","48.03","66.92","68.14"
"briankaz215","-5.91","7,142","26.79","21.88","8.20","42.13","30.73","51.67","56.18","56.71"
"Philly flopped","-14.29","7,138","25.78","5.49","4.26","55.28","26.95","57.47","71.00","65.91"
"rkondako","9.94","7,122","34.51","11.62","8.43","50.23","27.57","46.29","78.89","69.72"
"edmoore215","-27.74","7,121","71.56","16.35","5.73","50.85","27.52","42.55","71.97","62.77"
"cpo01","-2.30","7,119","30.24","17.22","14.29","55.18","28.14","52.03","51.06","59.78"
"Some hayseed?","1.62","7,119","25.36","18.36","9.68","43.59","24.52","53.79","60.71","58.14"
"MrMarx79","-133.15","7,082","55.84","24.12","18.29","36.25","33.22","34.79","66.84","75.19"
"Jeffro355","-7.62","7,061","53.69","13.87","7.81","59.84","27.32","51.48","69.55","67.52"
"Nuts669","-1.10","7,037","51.58","11.39","1.35","56.38","26.56","52.50","88.24","54.77"
"Charlie_Kelly13","-37.82","7,004","28.58","12.98","9.26","51.34","29.81","50.98","38.91","81.97"
"Ayutzy3","-12.45","6,996","25.46","17.35","6.38","47.19","35.13","51.07","49.83","49.21"
"Qetsa","-14.28","6,985","31.51","17.64","7.41","41.67","32.22","53.87","45.34","43.45"
"ladetrius2","-120.02","6,982","65.48","11.62","3.31","34.72","40.96","45.46","55.40","77.00"
"jsgblmofo","-20.62","6,949","49.43","15.84","5.45","53.09","30.28","49.95","80.00","40.61"
"Pinz&Needles","-23.91","6,924","41.41","18.32","12.90","40.31","32.29","43.52","62.39","71.50"
"eagle4545","-3.20","6,868","40.49","19.52","5.41","55.89","26.91","52.03","65.98","45.06"
"ForensicFiles","-14.84","6,865","42.54","18.09","6.82","58.14","28.89","52.65","38.13","82.11"
"ImCheckCalln","0.01","6,856","24.98","11.88","5.26","44.86","28.36","55.88","54.12","29.21"
"dwrench06","-17.30","6,841","38.28","0.33","1.85","49.77","32.93","53.65","50.00","-"
"chrisf5265","-54.63","6,829","58.38","27.82","8.68","47.80","36.29","40.06","53.11","65.02"
"huangber88","-13.15","6,781","35.95","3.07","5.26","54.60","34.74","55.34","74.17","62.16"
"ripstick106","-12.14","6,779","43.71","11.90","2.06","46.44","31.67","49.63","44.23","63.95"
"LegoNerd995","27.64","6,759","29.19","16.69","7.78","52.63","25.36","55.58","83.63","65.66"
"Decapitator2020","-2.42","6,753","28.47","13.06","9.52","66.98","27.45","55.23","71.06","35.97"
"downsfr","20.25","6,746","23.74","20.31","19.15","51.77","26.50","55.33","35.16","49.61"
"RykkunoSun","0.58","6,725","34.58","12.65","1.01","48.68","22.68","44.44","73.66","58.99"
"therihe","-46.34","6,709","51.16","16.20","9.09","60.41","27.68","49.89","54.63","47.75"
"chadcookie","-15.15","6,697","38.26","9.96","3.39","45.77","29.64","48.65","57.06","60.67"
"Cocosik75","14.26","6,691","35.90","7.95","15.52","40.84","32.73","52.91","80.60","74.00"
"de_looneytoons","-8.68","6,675","33.23","13.28","9.57","56.72","29.24","55.81","71.13","60.00"
"mike0220","-36.90","6,649","77.78","16.88","8.41","62.00","35.97","54.64","8.93","71.43"
"creamsplosion","-22.84","6,618","32.41","17.07","9.30","52.76","31.57","46.98","62.57","56.82"
"jesh2013","10.36","6,616","34.78","5.63","6.49","56.04","27.74","52.50","79.90","70.11"
"Biff_Slamkovich","16.13","6,582","15.11","11.39","5.13","60.71","31.21","63.61","56.44","64.57"
"DrawingDeadO.o","4.39","6,537","20.58","14.10","3.13","56.57","25.26","57.10","55.92","47.12"
"Silveraldo19","-38.95","6,527","74.36","21.21","4.31","62.90","23.82","45.94","75.23","45.08"
"mofo_12857","-16.98","6,522","45.52","10.12","2.27","51.04","30.90","54.68","64.21","62.02"
"thrakPA","6.66","6,488","27.28","19.37","10.42","51.05","32.09","61.33","50.23","47.24"
"wogarek","-14.10","6,487","26.48","0.68","8.00","55.25","33.54","61.88","95.00","60.00"
"88chD","0.52","6,466","47.99","24.10","15.38","51.92","31.32","52.01","54.66","48.37"
"MCAAAG","-29.27","6,465","25.61","15.46","12.96","48.67","28.45","49.29","68.07","74.69"
"Toot_the_horn","-0.21","6,462","23.27","18.30","8.70","56.43","30.20","55.92","51.00","39.37"
"fanera1976","-86.24","6,456","57.22","10.47","19.82","53.64","34.26","45.73","44.27","69.77"
"88KeysPlease","4.35","6,444","30.50","18.18","9.52","74.11","22.88","52.63","50.85","48.55"
"Shanghai612","1.50","6,440","42.97","4.89","8.16","51.37","30.44","53.24","83.33","68.18"
"hungry4fish671","-26.94","6,439","42.65","9.99","6.73","52.75","32.42","55.42","55.21","81.01"
"Cobra Kyle717","-12.76","6,439","23.38","8.33","9.38","51.84","27.34","53.85","78.07","65.15"
"kmpx0331","-0.90","6,434","35.10","20.16","11.54","48.33","25.87","50.18","53.69","42.50"
"RobRaises","13.91","6,422","32.47","22.58","11.97","52.84","29.37","51.69","79.10","40.23"
"Flamezzzzzzz","-9.88","6,420","38.15","20.15","10.99","39.56","32.39","47.44","73.34","52.73"
"oSTONEo","-15.09","6,409","35.05","3.32","7.69","42.89","33.90","50.80","42.55","55.56"
"Capnpicard21","-0.58","6,398","47.29","24.05","2.11","43.14","29.61","46.12","75.09","60.19"
"RSClayton","-15.52","6,387","44.67","7.48","4.35","56.61","28.15","49.77","64.75","58.76"
"JawnJawn14","-57.61","6,377","81.44","3.79","0.68","42.25","33.20","47.58","50.89","47.83"
"larry11961","-45.49","6,372","72.85","13.79","8.99","57.28","26.59","39.03","83.05","93.38"
"Rueggler420","22.97","6,365","41.78","17.02","4.55","60.96","26.63","51.90","55.64","45.08"
"Theheal07","-41.82","6,360","55.92","7.53","5.69","70.14","28.82","41.79","92.42","81.25"
"JHmesa03","-2.46","6,358","30.94","19.94","12.77","52.12","31.90","56.26","55.37","55.15"
"JCrow52","-6.77","6,328","23.85","16.49","1.96","48.73","27.48","50.24","71.02","60.12"
"Johnpratt230","-30.61","6,322","47.02","1.34","5.32","50.08","30.07","48.32","52.94","85.71"
"naughtyhooks","-19.93","6,319","42.07","24.58","5.68","48.96","30.82","48.50","51.69","72.19"
"idhayham","-53.47","6,314","57.76","16.17","5.47","47.70","29.38","46.12","68.37","43.83"
"showboatone","-78.80","6,309","72.52","24.72","6.52","45.77","35.35","38.79","72.36","60.85"
"PABulldogges","-2.37","6,304","29.46","4.84","8.51","57.09","32.27","56.19","59.06","76.47"
"bill6271570","-5.52","6,291","34.78","10.46","3.06","58.77","24.53","55.54","58.75","35.53"
"iMurdock28","20.63","6,290","30.80","9.76","13.11","55.08","27.43","51.50","42.44","64.62"
"undernodisguise","-12.18","6,278","29.73","10.73","7.14","50.33","31.08","49.91","64.07","68.04"
"B0bb0b0","0.19","6,273","39.07","8.60","7.07","49.41","24.55","50.83","86.46","45.38"
"joshcass85","-15.66","6,272","20.44","8.03","6.90","61.62","25.87","54.23","67.70","66.35"
"unluckyfk921","18.47","6,251","36.08","10.77","8.16","42.23","36.85","56.38","52.23","76.92"
"NickyT1968","-6.93","6,238","31.75","3.06","16.95","59.34","29.76","51.98","74.07","90.00"
"Golferboy1984","4.30","6,232","46.68","25.33","7.26","46.64","28.47","47.61","67.88","52.04"
"Joshlowman","-6.27","6,222","52.93","16.49","4.12","46.88","27.51","48.57","57.29","33.58"
"CGregg9795","-10.07","6,189","34.93","8.90","7.62","53.74","26.23","48.23","68.65","59.43"
"Ninefive5","14.12","6,162","31.10","9.04","6.82","50.81","28.62","51.84","80.42","54.37"
"M33t_Curtains","-8.22","6,144","23.72","14.73","10.71","51.37","32.13","51.17","29.12","66.18"
"Chip Bangga","-76.62","6,135","69.65","46.20","7.76","41.69","38.05","41.29","62.28","43.97"
"NiceGrip","-31.72","6,123","51.52","16.40","8.62","44.44","31.98","45.22","53.20","59.20"
"JAJJ4","-8.71","6,120","17.15","2.40","0.00","43.68","30.60","59.06","73.17","33.33"
"swashbuck536","-21.09","6,115","54.00","14.32","4.79","48.29","28.23","47.33","73.91","53.62"
"cuseman40","-25.20","6,114","22.60","5.17","2.70","79.11","26.70","57.61","51.49","52.17"
"BryceTurk","-7.24","6,100","36.89","8.40","7.89","60.07","29.58","51.06","66.80","68.75"
"MrKalogeris412","-7.39","6,099","22.05","8.87","0.00","53.99","37.09","57.51","40.51","52.17"
"mks1011","3.40","6,095","22.26","15.73","8.16","55.10","28.24","51.10","68.74","34.97"
"KenKels","-18.49","6,091","21.18","6.70","4.44","76.06","25.34","57.62","28.39","62.86"
"SoulRakeB","-6.22","6,088","20.65","4.86","6.25","51.92","28.51","58.13","84.57","51.90"
"pokerdoc60","-6.60","6,082","48.47","14.61","5.84","59.30","28.35","48.75","70.88","48.21"
"Jskalos","-17.48","6,059","53.59","7.67","5.47","51.69","29.15","42.78","79.82","78.31"
"golfer0213","13.23","6,058","32.76","15.95","4.35","55.50","24.97","53.30","65.55","55.56"
"thedraggo357","-21.98","6,057","53.75","9.71","2.42","54.46","27.49","46.85","59.01","78.69"
"AdamofEternia","5.95","6,052","39.41","22.11","1.22","48.61","27.83","53.41","65.71","38.10"
"Krysmiller08","-14.82","6,041","37.03","10.25","15.63","44.14","35.84","51.74","74.29","82.30"
"bac1931","-4.76","6,035","38.76","2.07","1.75","46.15","32.69","53.98","75.41","44.00"
"LordLargeQuaad","-89.54","6,034","43.11","20.18","6.42","36.56","37.37","44.22","57.35","51.40"
"rogue elite","-39.46","6,024","59.77","16.60","6.19","28.60","32.21","46.73","79.15","67.34"
"AdamBom05","-15.56","6,021","18.89","7.08","2.86","55.10","26.84","56.23","72.78","65.38"
"kathy1031","-36.86","6,016","58.10","9.39","3.77","39.51","26.53","42.93","93.92","78.22"
"2435823746","-43.44","6,014","38.18","10.67","20.00","58.65","33.16","45.43","71.22","54.35"
"Spike0727","-88.36","5,998","57.94","10.31","6.43","55.57","28.38","33.50","75.14","79.25"
"JGULINE4","4.93","5,995","49.52","10.14","7.95","58.14","27.92","53.74","47.63","94.67"
"udunmessedup","12.84","5,983","28.07","22.07","6.85","57.26","28.40","54.79","84.66","41.64"
"wildcat0670","18.66","5,979","36.74","23.66","6.58","39.41","27.45","49.23","88.65","65.76"
"dll142","18.61","5,977","33.21","16.47","3.39","57.53","29.92","51.87","57.11","59.63"
"mbaily232","-22.78","5,973","36.78","5.16","6.98","44.74","34.48","50.24","67.28","63.16"
"Ballzer10","-39.30","5,966","43.75","3.79","4.48","47.70","32.37","49.82","32.76","69.57"
"ZacharyJohnG","-42.08","5,962","48.28","15.44","11.43","62.54","28.15","42.02","85.95","80.72"
"BringTheRucku5","18.03","5,956","37.90","18.48","2.78","46.74","26.53","47.36","71.33","56.73"
"Dwainnnn","-19.14","5,938","32.31","17.52","9.26","59.23","32.20","54.76","41.14","63.21"
"Reezes2001","-35.57","5,932","39.88","6.92","12.50","54.13","34.14","49.71","52.31","82.93"
"AVichtoa","-36.55","5,928","51.47","9.08","9.80","41.72","31.55","45.25","61.23","81.61"
"beau19801280","30.03","5,911","20.98","15.36","18.92","56.55","29.84","61.04","68.93","62.24"
"reesethebeast","-17.66","5,904","53.04","37.71","6.92","44.33","27.23","43.55","80.47","46.54"
"DuckDuckDoge","11.82","5,898","31.22","18.57","2.82","50.00","27.11","56.14","73.69","46.53"
"cjsjc07","10.04","5,883","19.86","15.77","3.13","51.33","28.73","64.69","52.03","21.74"
"jdifeb74","-7.15","5,855","47.74","11.79","6.52","58.94","30.18","50.28","78.69","63.40"
"MasterOf0ne","31.24","5,846","30.81","25.18","1.79","47.02","30.44","52.55","62.69","48.76"
"KickStart W Dew","-9.83","5,818","36.39","20.80","19.59","49.32","42.64","47.77","75.64","76.34"
"FamousWrappers","-17.02","5,791","33.35","7.87","7.50","38.86","39.28","54.09","72.44","58.33"
".N3gative1inM3.","15.62","5,789","16.67","12.27","10.71","57.66","26.38","62.64","46.81","37.50"
"Les Murphy1981","-8.10","5,787","27.52","10.96","22.45","68.70","27.85","54.07","64.77","43.94"
"wyattwingfoot","-17.05","5,786","38.16","2.12","5.83","48.76","28.34","47.58","77.59","86.36"
"jhtoes","-22.23","5,780","40.63","12.54","3.17","56.72","27.15","46.94","66.46","52.38"
"Whiteivey420","14.63","5,748","22.67","16.47","21.05","58.57","30.53","59.06","30.95","66.15"
"SmasherAU81","3.30","5,743","31.26","12.24","14.06","36.81","31.09","49.32","74.22","39.37"
"nedpots","-0.56","5,736","33.12","14.03","12.00","42.34","32.90","48.25","45.14","29.55"
"lukeb2727","-42.89","5,729","71.39","17.19","9.55","69.70","29.18","45.05","57.29","69.23"
"Relly513226","-33.11","5,720","62.82","17.90","3.31","65.90","24.39","41.42","76.74","52.23"
"beefynutz#99","-18.37","5,712","43.06","14.41","14.29","49.65","40.06","48.59","50.13","89.33"
"BlueLion-3-Sven","14.69","5,710","23.24","9.07","16.00","58.00","30.70","56.55","60.25","45.16"
"pattypat439","-7.75","5,709","34.96","14.53","11.76","39.71","32.20","46.99","78.23","59.87"
"nsv5007","0.73","5,682","30.39","19.58","6.06","46.83","29.98","51.85","65.88","39.60"
"A11_1N_3333","-16.29","5,676","40.42","4.62","9.26","48.20","38.75","51.42","91.89","84.21"
"Stills40","-19.41","5,658","33.96","16.95","8.47","57.26","32.87","50.08","54.77","60.45"
"claymost","-0.16","5,641","25.13","9.28","4.17","56.71","30.30","56.09","58.75","46.88"
"trecks215","-8.09","5,636","26.10","20.69","5.26","51.18","23.26","41.32","64.41","57.35"
"SplashPotTeddy","-23.11","5,620","41.06","14.69","10.87","60.57","32.08","51.99","61.00","63.11"
"spifer58","-25.56","5,615","29.91","0.53","4.17","44.87","35.06","63.85","100.00","84.62"
"deFy_DeKy","-6.30","5,614","38.18","12.74","10.42","52.36","30.26","46.86","54.59","55.43"
"BBrink24","-150.99","5,606","72.71","10.71","2.27","39.27","35.34","36.65","60.23","91.15"
"Redshift Rider","1.21","5,593","43.38","12.51","11.29","62.50","26.83","48.73","80.74","51.33"
"MayorDougH","-3.64","5,590","57.51","26.58","6.67","47.37","29.20","50.29","68.57","47.39"
"PilotRob58","-90.64","5,584","30.42","23.97","11.29","31.22","32.58","35.92","82.89","81.48"
"ericwshell","5.42","5,580","23.19","3.22","2.78","58.44","28.45","45.79","81.90","88.24"
"Ori13 TTV","-16.43","5,579","25.32","21.41","1.49","31.82","37.61","50.75","69.93","59.36"
"ChucKnDucK1020","-1.56","5,577","24.08","13.84","7.41","50.00","30.82","62.35","40.51","46.43"
"TheOnlyWay3434","-10.34","5,538","22.27","13.83","2.17","46.00","35.23","55.06","67.37","54.07"
"ChdeLoRd69","-17.73","5,538","45.41","9.41","3.33","53.78","31.25","50.49","39.42","77.05"
"Scoen Samada","4.39","5,527","26.72","11.99","7.25","62.86","28.68","55.21","50.49","62.96"
"Slippery Kitty","8.51","5,499","29.53","6.13","7.14","42.29","27.47","52.58","68.89","92.31"
"capncoder","-10.98","5,496","32.72","20.21","9.09","64.11","24.86","55.31","51.01","39.84"
"deke423","3.19","5,495","28.63","10.01","5.80","68.59","23.13","51.79","78.50","87.88"
"keem688","-45.86","5,489","46.52","20.24","7.53","49.55","31.11","40.95","82.31","76.29"
"ours810","-28.57","5,487","47.52","16.41","13.04","56.41","29.20","42.68","78.20","78.05"
"Zephariah","1.98","5,483","43.36","10.86","0.00","56.76","29.20","48.74","43.67","58.06"
"Chreh","-22.38","5,470","39.39","26.62","8.11","41.19","28.08","40.50","66.54","57.85"
"iiiiiJoeyiiiii","4.74","5,452","26.89","19.78","18.52","42.94","29.96","45.25","52.08","66.41"
"Bscaylor9","-13.19","5,436","56.51","11.64","7.37","55.84","20.48","48.02","75.96","27.27"
"TonyRose11","-2.34","5,429","25.01","18.29","10.34","55.88","31.31","55.53","36.86","57.78"
"SingaporeSean","4.24","5,423","21.90","14.47","2.56","58.29","25.18","50.35","60.38","43.33"
"GILMAN949","17.84","5,419","58.23","39.94","2.97","49.08","21.22","45.84","57.23","52.00"
"RussT305","-61.38","5,413","68.07","0.58","0.00","43.00","39.92","48.84","85.00","71.43"
"hqqver","-31.41","5,411","50.45","10.44","2.80","56.39","29.52","47.31","64.33","48.72"
"guleona","-108.73","5,407","61.61","9.88","14.37","33.89","31.45","37.96","58.01","55.71"
"McShayu","21.61","5,407","23.87","21.38","7.41","40.23","27.06","55.39","88.75","32.87"
"Rooster8116","-29.62","5,387","36.86","12.66","8.51","46.75","29.10","49.42","69.47","85.84"
"AKoros88","13.56","5,364","38.32","6.23","9.09","60.28","27.03","53.71","52.57","63.89"
"1Apogee","-3.81","5,361","33.33","10.35","5.80","55.86","27.63","52.61","74.92","50.00"
"floppy8866","-6.33","5,351","28.93","17.03","7.14","42.14","25.41","53.52","71.87","44.44"
"irishken70","13.87","5,342","30.11","8.65","2.94","46.00","28.90","57.08","76.61","67.44"
"T2GreenAce""s","-24.28","5,340","45.60","3.29","3.81","49.82","33.12","49.39","88.17","87.50"
"PghPoet","-34.35","5,334","50.21","4.85","7.80","38.44","34.65","49.09","73.48","72.97"
"RBIzzz","-1.69","5,329","22.35","17.85","11.11","55.66","29.37","53.78","47.37","52.27"
"pickup_fiftytwo","2.99","5,323","34.01","14.52","5.80","53.28","27.32","51.13","58.80","60.34"
"tha-zimmer1","-5.52","5,307","36.29","8.22","5.13","51.51","24.68","59.75","68.69","44.44"
"RSpiel28","-79.13","5,302","52.73","27.81","3.97","53.29","31.07","47.08","69.29","39.08"
"idaniela629","-7.24","5,297","35.83","7.30","4.35","55.36","25.01","46.33","67.98","70.49"
"cheesesteaked","1.31","5,264","36.32","11.03","8.62","77.89","26.09","54.66","43.90","82.89"
"fracasado.cl","20.73","5,257","25.79","20.74","14.71","49.23","29.69","54.71","67.64","50.35"
"corbinjv3","-16.67","5,243","46.55","9.79","10.17","34.10","33.42","46.71","76.92","83.75"
"PrOFess8050","0.60","5,228","42.43","9.12","1.64","50.13","26.83","49.22","88.67","66.67"
"callmekingfatz","-24.11","5,222","41.45","13.89","9.23","56.49","30.87","49.22","57.64","64.44"
"eddieiv77","-34.79","5,222","49.56","12.83","5.77","49.49","32.49","46.15","52.39","46.25"
"kmanpoker77","20.83","5,212","26.34","21.58","20.00","46.84","32.07","55.08","59.89","53.61"
"girldadx3","-48.18","5,211","42.46","7.16","3.67","64.99","30.88","51.96","73.27","65.00"
"Mushdafie419","-41.50","5,211","62.94","15.49","5.22","48.10","31.17","47.16","46.55","59.52"
"bibby5627","-47.05","5,191","64.55","13.89","4.60","41.59","33.04","40.57","70.38","58.27"
"maxgm97","5.94","5,183","25.85","18.46","8.33","60.61","30.54","60.00","56.70","42.06"
"mekleiber34","-23.49","5,182","28.97","16.41","12.50","51.25","27.67","44.20","56.42","86.96"
"Chungo215","-13.76","5,175","37.56","11.66","1.89","37.68","31.63","53.61","51.68","45.71"
"JamesV62","-12.43","5,171","31.93","15.65","17.86","56.38","27.40","50.98","74.47","51.37"
"Devied","-22.50","5,165","53.32","29.26","13.27","47.57","30.87","45.32","53.80","65.00"
"bigsmokedogg81","-46.36","5,157","68.43","0.52","0.00","46.51","26.04","37.87","63.64","100.00"
"ravnwood570","-86.43","5,154","47.45","29.55","6.45","27.14","38.64","36.54","76.88","70.89"
"kdvjr27","-20.89","5,142","42.09","11.79","9.28","48.92","34.16","48.32","53.19","65.56"
"ghostdog215","4.27","5,135","34.62","6.88","2.08","48.81","29.51","50.68","87.41","65.00"
"MichaelJLang1","-35.29","5,124","67.09","14.87","3.11","51.09","28.34","42.63","61.14","73.33"
"Jasonb51173","-1.53","5,123","49.22","17.83","0.00","58.09","27.41","55.37","38.62","34.33"
"Nicolardi25","-5.36","5,122","32.52","15.12","2.86","46.24","25.81","48.58","82.06","46.58"
"Descartes'Horse","-17.79","5,117","27.77","15.99","3.13","45.15","31.55","49.44","43.65","48.31"
"Dan Berrill","-7.61","5,117","59.84","4.75","8.00","44.32","29.35","51.17","67.46","72.22"
"pokerpanther89","5.30","5,114","43.03","8.40","1.98","66.90","21.79","52.18","72.46","57.14"
"Auntie Yin","-38.18","5,112","42.42","9.48","5.32","58.49","23.90","42.44","81.40","68.83"
"big betty butt","-17.44","5,109","28.98","3.23","6.85","60.31","32.59","56.69","75.90","53.57"
"GGoldenGGod","-8.96","5,102","55.02","14.56","13.04","53.24","30.25","49.45","43.54","52.81"
"Blinden84","-2.72","5,100","22.52","12.25","0.00","57.84","29.90","55.28","47.69","75.32"
"Mandoo92","14.71","5,099","27.36","11.28","20.00","41.00","36.24","59.62","48.97","56.34"
"alby874","3.38","5,095","59.92","13.33","9.09","59.96","23.51","42.57","47.63","54.55"
"kylew12345","1.20","5,091","31.18","20.81","15.22","45.80","30.35","50.43","50.00","42.18"
"aldoughboy 13","-61.44","5,088","66.47","10.17","9.56","52.68","32.58","43.08","68.75","69.62"
"09stang","-26.01","5,069","55.67","4.30","6.12","40.14","26.83","43.31","81.25","72.22"
"Ajerbay13","-11.74","5,067","31.05","2.13","15.69","50.00","30.57","53.75","93.75","100.00"
"b890476","-0.65","5,056","28.19","11.77","13.46","62.96","25.27","49.60","58.61","63.16"
"Jirachiiii","-1.31","5,049","33.66","23.00","5.41","50.76","28.65","50.47","78.34","53.52"
"busch41","-44.31","5,028","66.14","6.87","5.11","44.49","33.59","49.69","58.76","56.82"
"trevorsmith113","-43.16","5,027","42.85","19.89","9.33","35.87","32.96","45.17","80.60","86.00"
"wandon01","-19.52","4,995","60.10","9.87","1.34","57.65","29.07","43.38","44.48","55.26"
"soze618","-42.02","4,994","54.09","18.11","3.29","44.31","28.97","40.45","83.26","67.54"
"GearJammer1979","-38.80","4,976","29.19","9.14","13.79","58.80","35.40","59.57","82.87","80.43"
"Spam Can P-51","20.92","4,938","40.51","16.13","1.25","47.73","24.71","45.01","76.53","54.55"
"schoenebergersc","-10.19","4,925","71.48","1.63","0.68","45.35","34.75","54.40","80.95","61.11"
"jbernstein12","2.58","4,924","35.65","9.87","0.00","59.95","27.30","52.02","57.69","66.67"
"RF-Storm","-6.51","4,909","27.81","16.55","1.96","45.81","28.27","49.44","64.27","52.71"
"LeprecaunJohn","-3.42","4,898","19.41","14.15","6.25","50.47","29.40","56.27","56.59","46.53"
"shoez1974","13.39","4,892","48.83","13.81","3.15","61.49","27.37","53.27","53.22","66.15"
"fudgems_h2p","1.59","4,892","40.12","23.44","8.33","49.83","29.40","45.85","67.55","70.21"
"PeterSpinella","-22.21","4,886","46.93","24.75","8.70","50.89","27.19","44.12","51.09","67.52"
"seagullbha","-15.17","4,872","30.81","21.31","22.00","49.14","24.43","52.58","63.83","50.41"
"Connor Macarty","-34.69","4,862","59.60","8.83","7.21","65.60","28.67","48.88","58.57","72.60"
"cockblast","-39.54","4,842","28.74","10.27","19.35","44.19","33.82","48.16","75.00","46.55"
"Wi11dathri11","3.97","4,831","27.48","23.78","14.00","50.46","30.96","53.16","73.19","51.46"
"Kavibets72","-32.81","4,830","49.34","19.38","9.09","35.97","29.65","43.05","81.13","56.03"
"cupcake3835","-144.42","4,823","50.10","35.71","16.16","30.74","38.55","37.06","95.50","61.73"
"Buss Army","-79.57","4,814","55.77","5.20","1.91","56.88","31.67","39.43","83.20","96.55"
"RRRanch846","-47.25","4,810","59.13","21.70","7.50","54.07","31.91","43.26","58.83","57.36"
"ad_astra1825","-9.43","4,781","23.64","14.76","10.81","52.00","29.29","54.68","84.02","44.96"
"1GOF","-4.41","4,764","38.85","6.92","4.55","62.19","33.85","49.84","66.67","75.93"
"MuckinAwesome","16.66","4,763","36.04","16.80","4.41","48.78","29.66","50.20","84.11","52.35"
"Adzeezda","10.88","4,751","21.62","15.39","18.75","41.79","32.48","60.30","71.12","40.74"
"nastybastrd616","-67.83","4,749","67.18","28.41","14.29","45.70","31.94","38.96","62.90","57.38"
"sirkingdizzle","-20.78","4,746","33.42","17.88","6.25","59.41","29.24","45.22","44.89","66.34"
"rob4921","-59.10","4,744","57.78","7.47","11.43","44.03","34.58","42.98","82.35","89.61"
"Ben_Dover618","-37.36","4,739","50.51","8.16","17.65","51.22","32.51","47.62","49.75","72.34"
"DaSavor","-69.59","4,727","66.72","12.49","2.31","41.41","37.53","41.01","69.68","44.94"
"kalifornia777","-168.45","4,725","80.93","19.14","8.81","51.23","33.91","40.16","61.81","49.50"
"huggy587","-21.36","4,716","44.33","3.14","5.26","60.68","26.54","53.45","76.39","47.37"
"Lemur*King18","-3.45","4,716","21.66","16.02","11.11","66.30","31.91","62.93","41.52","42.03"
"GordieLachance","-21.60","4,711","31.35","10.27","7.32","54.37","29.26","48.35","68.78","66.04"
"phillies1212","-62.61","4,711","58.76","13.79","7.79","47.56","38.20","51.37","65.84","75.64"
"cep0216","-55.87","4,708","60.95","1.90","3.23","42.83","36.97","47.61","62.50","62.50"
"FoldMunkey","-18.44","4,707","30.94","13.94","20.63","47.69","28.94","46.74","67.25","80.85"
"Hellion720","33.23","4,672","20.53","13.97","4.17","49.09","31.37","65.63","56.15","51.22"
"pix3lot","8.28","4,657","21.46","10.54","17.14","67.11","25.14","54.61","72.22","49.38"
"purpledrink69","-5.43","4,642","30.53","15.02","19.64","59.41","30.51","49.50","48.15","45.61"
"erichead6589","-13.19","4,639","26.23","9.91","13.73","65.36","29.76","49.23","50.83","88.24"
"CarnationGravy2","-9.90","4,637","28.88","13.07","17.39","48.15","33.72","54.73","50.82","56.25"
"mcadam22","-147.00","4,633","60.17","24.75","9.09","31.94","36.75","38.23","61.82","63.33"
"Steelersnation1","-11.21","4,632","47.03","3.94","6.25","72.05","27.92","53.64","89.52","61.54"
"DaneLikes","-25.56","4,628","31.92","19.95","12.24","52.94","28.54","45.65","61.96","86.99"
"Bacon Billy","1.18","4,616","40.22","11.44","20.48","46.00","30.76","47.06","73.36","62.89"
"BEEPOKER9","-177.39","4,616","86.90","49.33","9.01","48.89","39.19","39.92","73.47","80.61"
"moniker19004","-1.72","4,609","28.86","7.83","2.17","69.19","21.32","52.61","74.87","38.57"
"matthewd33","-21.52","4,596","52.24","11.19","6.00","44.32","34.83","50.11","62.09","73.08"
"spock5294","11.00","4,580","40.91","15.35","10.29","34.96","24.83","42.96","78.31","56.12"
"Slim_Pikinz420","-19.99","4,564","28.28","23.36","23.26","67.68","32.91","50.24","62.23","67.35"
"mrdubbs247","9.18","4,562","26.40","12.03","3.23","47.46","25.24","56.06","62.15","71.01"
"bbbjbp","-20.07","4,560","55.49","1.79","11.94","71.14","29.53","53.47","84.62","80.00"
"rtbauman","-12.21","4,546","26.62","17.43","2.38","56.73","23.50","55.72","54.95","56.94"
"pony4dede","-11.46","4,541","30.75","11.61","4.55","62.80","26.55","52.11","72.66","56.00"
"sjwickett","-11.69","4,526","41.84","24.51","12.50","58.22","29.85","43.67","61.01","57.78"
