"Player","Hands","BB/100","VPIP","CC 2Bet PF","PFR","3Bet F","Fold to 3Bet","Flop AF","Donk F","CBet F","Fold to F CBet","XR Flop","Bet T","Bet R","Call R Bet","WTSD %","WSD"
"sloperate","58,013","-1.89","30.01","9.23","3.40","8.88","84.77","2.55","19.87","74.34","65.15","2.77","31.11","32.58","33.13","27.58","54.98"
"SlopoyBj","1,169","-0.41","47.63","28.26","24.47","0.00","27.12","3.82","33.94","78.17","53.01","2.47","39.91","64.18","36.36","26.76","43.07"
"slowboiler12","651","-146.24","40.25","22.62","7.72","28.57","62.50","1.20","17.89","87.50","51.28","6.58","25.42","44.09","33.33","31.08","38.46"
"SlowBurn60","12,653","-53.10","66.18","52.98","14.48","6.97","50.50","1.40","24.78","51.65","38.12","6.82","28.97","28.60","34.47","35.70","41.50"
"SlowFish412","39,963","3.79","39.33","36.93","5.44","2.36","62.26","0.59","0.70","68.87","41.31","1.91","30.32","34.89","44.54","30.66","51.08"
"slowmate11","589","-311.63","85.91","82.54","7.41","6.67","16.00","0.56","16.67","55.17","35.45","2.54","25.48","28.31","54.17","53.43","39.24"
"slowrolltide2","855","-0.42","32.30","21.35","22.40","37.50","58.97","1.73","2.70","64.71","47.62","3.28","30.28","32.58","15.38","31.75","46.25"
"SlowwwRoll","3,534","1.99","32.75","4.41","28.93","14.29","73.40","3.18","3.16","42.77","54.65","10.63","39.43","35.27","40.35","27.96","58.92"
"slpk7891","1,139","-84.97","54.21","39.71","19.37","17.65","60.32","1.22","11.46","55.29","37.50","4.96","44.14","51.40","44.19","37.25","42.63"
"SlpngElephant","584","-56.63","44.93","27.59","15.73","0.00","60.00","1.64","8.00","85.11","36.21","9.80","36.52","18.52","19.51","25.21","31.67"
"slsylva","1,827","16.48","45.45","22.11","13.47","0.00","52.27","3.47","44.59","67.63","64.86","4.17","52.38","60.49","34.88","23.44","41.67"
"SluckinFut","2,651","-210.84","80.49","56.54","17.26","13.33","30.69","2.37","44.98","81.46","33.68","5.10","76.45","81.22","30.69","32.58","33.53"
"slug1111","114,085","0.20","21.86","7.04","19.55","10.68","73.32","3.95","6.30","58.78","58.15","1.99","31.52","26.21","28.83","28.27","56.40"
"sluggafkd215","1,213","-70.01","58.38","30.30","9.11","17.65","66.67","1.45","26.47","51.92","62.38","7.63","19.19","38.71","36.46","35.89","38.08"
"Sluke013","1,996","46.24","29.94","13.33","18.89","8.70","48.84","1.75","7.48","71.43","41.38","3.76","28.66","30.65","29.27","29.90","49.44"
"slungle","3,831","-76.48","64.53","39.63","17.52","10.14","40.81","1.47","14.20","56.95","58.41","3.07","26.50","30.37","23.29","29.36","44.65"
"SlurpMyClok","15,506","-6.89","30.40","10.22","23.12","15.53","67.26","2.21","4.46","57.69","33.22","12.95","39.28","39.12","40.84","32.78","47.30"
"Sly Camel 8690","1,386","-153.57","62.10","27.64","40.88","17.86","32.61","4.17","14.73","71.68","53.27","12.90","43.64","38.04","13.33","29.16","36.79"
"Sly Camel 9086","8,228","3.04","32.17","24.53","10.67","6.86","44.09","1.11","11.14","58.39","44.81","4.21","29.35","24.86","30.15","33.96","53.32"
"SlyDog5733","994","-31.77","27.66","7.77","9.45","0.00","71.11","1.41","9.21","69.09","49.02","6.67","43.51","42.00","36.59","28.66","47.73"
"slymanpie","681","70.57","38.48","25.32","0.91","0.00","50.00","0.28","5.26","100.00","55.10","1.61","21.83","31.87","30.23","30.99","60.23"
"slyone2one","4,214","-63.12","41.18","35.41","9.92","8.06","33.99","0.88","1.34","66.67","42.28","5.39","29.05","14.05","41.96","40.46","45.50"
"slyons200359","6,997","-52.03","60.25","45.96","10.23","15.60","41.51","1.15","13.32","51.05","39.34","8.08","34.44","36.88","33.23","33.93","43.73"
"sm4099","1,110","9.73","45.93","31.73","20.22","10.00","58.18","1.54","6.12","58.18","44.00","7.07","50.20","45.57","50.00","33.19","41.06"
"Smack17841","1,428","-103.66","62.81","56.60","14.47","7.50","43.75","1.25","10.43","61.79","43.96","1.01","36.14","36.92","33.58","34.02","44.26"
"smackdatace77","1,729","-3.81","26.02","9.78","11.33","13.33","51.52","1.37","14.44","59.41","37.29","7.14","27.98","35.67","51.32","35.01","53.29"
"smadig007","1,892","-14.93","24.83","11.19","11.47","8.70","70.37","1.89","1.79","61.34","58.82","2.13","29.37","17.18","44.66","27.24","52.53"
"Smallblind1987","2,736","-20.94","47.55","31.89","10.91","7.69","64.08","1.72","16.67","48.19","49.14","9.56","52.78","64.92","27.64","25.19","39.58"
"SmallDBigNegs","2,217","-1.01","45.13","24.37","25.42","8.33","34.62","1.64","4.76","52.70","49.67","11.57","42.28","40.45","36.05","34.41","53.69"
"SmallDog91","3,582","-17.48","34.67","19.00","20.77","0.00","39.35","1.97","17.41","63.25","60.92","3.48","38.06","49.37","36.11","25.84","45.48"
"Smallfry0718","3,925","-19.10","48.18","34.61","5.83","7.02","61.14","1.96","29.03","75.56","60.00","0.00","26.69","31.27","40.16","35.01","45.87"
"smallstakes33","29,895","-17.48","39.03","19.06","28.13","13.79","50.25","1.87","3.22","57.29","46.27","8.69","32.04","22.96","41.01","36.38","45.94"
"smallstakk22","506","-137.46","66.06","42.55","26.02","28.57","30.43","2.93","54.41","78.33","59.09","5.13","49.24","56.79","17.39","29.58","26.09"
"Smart_Litl_Pig","19,266","12.24","34.49","15.69","3.96","2.88","75.28","1.63","7.43","74.29","62.59","1.76","30.44","24.81","28.58","28.99","57.62"
"smartenup815","1,201","-18.39","35.80","25.32","16.27","7.14","53.85","1.89","21.21","48.94","51.52","4.05","32.29","45.32","45.76","31.49","48.09"
"Smashdaddy58","1,215","-81.09","65.48","54.81","6.89","2.86","42.22","0.99","20.53","80.36","52.35","1.23","32.49","41.67","32.89","32.94","41.84"
"SmasherAU81","6,022","1.37","31.83","18.14","12.03","13.64","54.96","1.31","1.57","74.24","36.56","3.52","28.16","36.66","42.86","30.71","49.27"
"smashjams_ynwa","772","-173.86","65.11","35.05","25.80","0.00","53.33","1.42","11.54","55.06","42.06","7.00","38.74","50.00","42.86","34.88","41.96"
"SmashTurn","647","-47.60","33.28","18.84","20.19","16.67","33.33","3.52","18.52","62.50","45.83","9.09","53.10","33.85","57.69","33.65","46.48"
"SMasterson17","778","-33.61","49.34","28.89","11.30","4.65","53.49","4.48","52.17","86.67","73.21","2.13","69.57","59.52","19.23","20.58","49.30"
"smattr123","6,414","-14.70","16.61","10.42","1.61","0.00","89.90","1.17","4.88","47.89","59.20","2.02","37.25","41.45","34.81","24.25","60.81"
"smbt_fold","2,834","-29.59","39.03","24.73","16.84","8.00","57.04","1.52","9.82","42.15","62.75","4.68","31.89","29.41","50.00","31.01","51.65"
"smccann5252","687","-12.03","43.68","32.88","4.86","0.00","62.50","0.68","4.23","93.75","54.10","2.91","22.91","26.61","50.00","35.00","52.10"
"smckev144","7,118","3.86","28.00","19.69","5.56","7.81","65.56","1.23","3.17","59.16","54.64","1.89","21.08","17.11","41.99","34.15","55.77"
"smedley0391","710","-37.74","36.04","22.37","8.27","11.11","58.62","1.67","13.79","82.14","42.59","6.06","36.61","37.50","27.27","28.57","51.35"
"Smee4263","4,137","-43.15","50.83","41.36","14.86","7.02","44.44","2.58","33.20","74.31","62.09","3.47","64.08","58.97","36.63","27.37","46.07"
"smeeker1982","16,322","-26.93","65.61","44.91","8.75","1.28","54.47","1.75","36.87","43.64","67.90","1.13","44.72","50.74","26.46","22.55","46.01"
"smeelo","634","-65.17","51.11","33.33","0.00","0.00","41.67","0.05","1.12","-","52.24","0.00","0.93","29.59","38.36","43.77","52.73"
"SmegmaSauce","635","-108.39","55.16","34.15","11.31","20.00","65.22","2.04","28.26","94.44","50.00","5.71","49.38","55.08","26.47","32.48","31.58"
"smg717","14,209","-13.61","37.34","27.84","15.59","10.53","62.50","1.29","2.85","71.17","45.52","4.50","36.46","40.74","39.62","30.92","49.38"
"smidge18","731","-41.63","39.42","22.22","9.61","12.50","61.54","2.37","16.46","76.47","57.81","2.94","41.30","37.63","33.33","30.43","42.86"
"Smif52","2,887","-34.26","35.54","22.98","3.31","0.00","58.76","1.15","14.17","80.85","57.00","2.26","36.41","38.42","35.66","30.23","50.30"
"SmileyPSU","5,553","0.32","21.32","3.68","17.01","19.35","64.96","3.20","3.09","75.94","50.81","4.17","32.29","29.97","40.63","29.63","57.06"
"SmillzPoker","5,263","26.50","34.50","23.20","8.77","8.93","65.57","1.33","21.68","49.40","60.75","0.74","36.02","28.59","28.57","31.10","51.81"
"SmirkyErk","2,910","-48.21","55.88","44.10","2.33","0.00","54.23","0.81","8.89","48.39","41.57","2.04","30.92","38.11","40.00","34.74","42.53"
"smirniw","1,335","-49.22","69.62","61.82","7.54","0.00","53.47","0.56","12.33","25.49","44.26","0.50","27.59","37.39","41.54","37.57","48.28"
"Smit1508","45,419","-25.83","32.68","28.16","20.95","5.66","54.00","1.80","17.42","60.12","41.59","5.91","37.36","37.56","29.67","30.16","44.41"
"Smithhighlyfe","1,130","-53.75","36.60","30.38","6.75","0.00","63.89","0.74","9.43","57.89","48.86","0.95","25.00","40.51","34.85","29.11","47.33"
"smithp11","1,479","31.13","27.39","14.38","17.58","5.26","66.22","2.61","0.00","73.53","52.83","3.90","32.20","34.31","49.06","30.71","52.00"
"smithrad5050","1,971","-57.60","47.16","40.00","7.35","9.09","74.44","0.88","4.87","66.67","44.35","1.92","25.57","32.32","38.93","32.19","44.69"
"smittball20","1,711","-36.22","45.44","21.88","4.65","12.50","75.61","2.65","17.95","75.00","67.86","2.48","30.25","23.79","39.42","30.58","53.57"
"smitty1151","17,377","-14.51","29.57","16.84","18.19","10.80","61.24","2.22","4.27","82.93","43.03","8.76","38.14","47.30","30.82","27.93","47.42"
"smitty2269","1,945","-111.88","59.87","45.26","14.35","18.97","46.38","2.79","53.66","58.14","39.06","5.52","57.14","66.47","36.11","28.24","31.15"
"smittybekilling","2,990","-40.77","33.42","27.51","7.79","3.13","61.03","0.74","1.01","41.27","48.28","7.38","21.65","17.91","33.33","33.24","51.17"
"smkPA","48,339","2.72","20.78","10.62","14.21","7.69","64.11","2.55","23.28","58.00","58.59","1.72","34.60","21.49","29.36","28.07","57.20"
"smlaude2112","605","-17.08","40.51","23.38","2.05","0.00","73.91","1.40","24.14","50.00","43.90","9.09","41.09","41.67","33.33","33.91","51.90"
"smlipss22","2,688","14.43","24.11","22.15","8.56","18.18","72.09","1.50","0.00","77.53","48.46","4.20","23.13","32.49","38.98","31.97","53.48"
"smm570","2,332","-10.29","31.05","13.61","18.49","5.56","70.99","1.91","0.00","63.04","47.48","4.00","35.81","43.43","31.37","27.42","46.00"
"SmokeBoyMillie","1,253","-60.03","55.57","38.39","15.38","8.33","43.06","1.33","20.15","58.25","45.53","2.38","30.70","19.91","42.15","38.76","50.00"
"SmokelessFyre","49,618","-21.59","31.77","24.89","17.12","10.90","59.14","1.80","3.62","87.63","37.61","9.09","39.08","31.57","36.28","32.18","48.21"
"smoker2700","4,644","-63.66","75.96","55.89","3.29","10.26","51.44","1.48","30.08","78.16","62.52","1.38","37.22","37.76","27.94","33.63","42.68"
"smoker999441","3,721","-48.92","43.75","39.06","8.69","0.00","65.64","0.99","4.09","66.88","52.45","3.34","28.83","24.89","18.37","25.42","52.20"
"Smokey1085","743","-114.27","40.25","28.75","3.30","8.33","65.00","2.85","36.00","91.67","60.78","3.45","47.37","64.29","40.00","27.74","34.88"
"smokeyhazer","19,017","-32.67","62.39","47.72","8.40","4.14","50.55","0.65","13.42","49.90","50.36","1.50","30.66","29.55","27.25","32.46","49.63"
"smokeyjo215","35,330","-3.50","20.40","11.05","9.17","2.15","74.15","1.36","2.75","51.09","54.78","5.41","30.64","36.99","32.39","28.17","56.61"
"SmokeYourAces","1,830","-18.64","34.70","15.97","11.80","6.67","70.79","1.48","6.28","60.00","51.52","3.13","41.20","37.84","24.07","26.63","47.02"
"smokeypate","2,747","-28.25","48.71","34.62","14.07","0.00","58.44","1.19","17.41","46.96","32.00","6.48","34.12","48.80","32.19","34.44","41.87"
"Smokeytre","1,329","16.05","36.88","23.53","10.81","9.38","40.91","1.74","6.67","66.67","50.63","4.39","49.40","47.46","27.27","29.66","51.83"
"smokie310574","1,462","-20.22","58.26","51.52","18.13","7.69","52.44","1.85","21.21","70.59","60.00","0.00","30.37","26.03","38.79","30.17","46.72"
"Smokin'IrishMax","554","-55.25","53.07","28.13","26.87","10.00","53.85","2.23","18.60","67.95","39.29","11.32","56.38","54.26","57.14","32.35","38.64"
"smokinjoe272","8,670","-28.06","52.97","36.13","18.43","18.59","45.04","1.35","7.13","58.06","45.63","5.18","34.75","33.88","37.69","31.44","46.26"
"smokyjowood1912","9,036","-12.94","44.22","34.56","12.99","10.13","61.95","1.56","6.85","47.48","47.40","7.34","33.97","22.88","30.08","27.33","49.85"
"SMooothOperaTer","9,329","3.57","33.79","18.31","4.14","7.25","55.61","1.60","7.90","69.07","52.12","4.71","43.36","39.58","24.18","27.33","47.09"
"SMoore1218","1,221","-18.08","50.58","34.65","6.74","6.45","46.51","1.55","29.92","76.60","63.00","2.31","37.58","48.10","38.46","27.44","48.09"
"smootch73","33,604","-25.95","40.38","26.66","6.18","3.68","61.21","0.97","11.45","56.16","42.60","2.70","29.02","29.82","39.57","33.25","52.17"
"Smooth4554","1,048","-96.82","74.58","57.14","10.18","7.27","31.34","1.63","29.26","86.54","39.35","4.05","60.05","62.54","36.05","31.84","37.75"
"SmoothCheddar","5,660","-3.75","39.04","18.69","27.25","6.85","69.97","2.54","10.58","56.23","56.30","5.45","45.77","37.04","33.33","26.25","48.11"
"smoothie609","721","-44.42","60.68","50.00","3.58","0.00","39.29","0.40","0.75","73.33","37.50","2.36","32.49","53.20","43.94","40.09","41.67"
"smoothpolnco","507","-10.77","63.39","48.98","18.81","0.00","54.84","1.46","11.11","76.09","52.31","0.00","44.14","39.78","31.03","31.07","42.53"
"SmoothShores","839","-21.60","61.92","42.72","1.34","11.11","71.79","1.63","2.96","25.00","57.85","8.55","20.93","20.77","30.43","23.35","47.27"
"smoov3thug","1,491","-31.18","29.84","16.58","18.93","7.69","73.56","2.25","5.06","57.24","57.81","6.25","41.83","38.93","23.40","26.34","57.28"
"smoovmont","2,876","-63.57","39.75","21.94","23.55","8.77","59.46","3.59","33.13","78.61","53.13","0.65","60.08","63.43","41.67","31.54","40.30"
"SMR822R651","1,031","17.46","42.45","34.06","14.21","4.76","44.83","2.41","59.43","73.53","46.84","13.73","65.02","49.19","32.50","27.74","40.35"
"smurfette1964","3,120","-40.81","56.81","41.45","7.54","4.55","60.00","1.47","20.35","84.92","55.61","1.39","33.49","28.31","42.35","33.83","53.32"
"smurfosaurusrex","1,848","-13.66","22.30","6.67","18.28","5.88","60.00","3.50","6.06","85.08","64.52","0.00","34.18","31.93","23.33","24.43","43.93"
"SmurfRabies","3,633","-17.72","24.94","19.05","11.62","6.45","65.85","2.21","0.51","90.86","53.75","7.28","34.87","29.75","37.96","32.25","55.03"
"smurk31","1,020","-30.67","43.83","29.03","11.57","0.00","64.71","1.87","11.21","77.27","47.83","3.37","46.00","47.62","52.38","25.24","38.46"
"SMurphy124","797","-33.63","35.44","24.62","3.05","0.00","45.45","0.97","18.52","90.00","78.13","0.00","33.33","44.53","46.94","30.14","55.77"
"smw326","939","-45.80","41.32","34.33","5.72","8.70","38.71","2.59","44.32","80.00","54.05","1.27","46.93","43.05","35.48","29.22","41.48"
"SMWAL1221","6,503","-57.98","64.76","46.19","14.15","7.62","57.07","1.24","10.61","55.88","39.44","8.55","49.26","55.69","16.74","29.12","41.34"
"smy5113573","634","-87.16","51.12","50.88","7.53","35.00","57.14","1.38","36.84","81.82","52.63","5.56","40.76","55.36","31.58","30.18","50.51"
"SNAKE1064","865","27.81","41.30","22.22","15.03","4.76","69.64","3.69","43.75","81.82","57.14","9.30","50.00","35.29","27.27","32.04","53.85"
"snakebit4279","1,370","-37.79","47.44","37.61","2.00","4.55","44.12","0.67","1.60","66.67","42.97","2.59","26.53","26.85","30.71","31.89","49.38"
"SnakeBit_15","1,671","-68.49","47.13","29.61","29.61","10.00","33.09","2.25","0.00","79.35","40.96","8.00","36.80","27.16","48.54","35.54","41.13"
"SnakeEyes606","648","-43.29","55.52","40.51","2.09","0.00","84.38","1.14","24.49","77.78","73.33","1.11","36.31","46.49","22.22","25.43","44.94"
"SnakEeyeSsaM","4,511","-21.81","32.92","5.57","28.05","15.15","60.56","4.42","6.41","61.82","36.05","21.08","42.59","38.24","44.92","33.69","48.57"
"SnakeGodMTK1","1,834","-214.73","74.39","62.34","10.74","14.29","30.21","2.40","40.53","65.79","42.86","17.54","58.09","60.26","25.49","30.01","35.67"
"Snap1102","1,067","-49.96","68.73","53.51","13.51","7.14","46.30","1.26","23.01","56.25","65.08","1.54","42.90","44.92","29.36","31.72","44.07"
"snappedback267","1,002","24.53","36.63","15.84","2.13","8.00","73.33","1.10","14.93","66.67","56.60","1.08","26.79","40.65","35.00","30.91","47.06"
"snappnit00","12,941","16.29","26.79","4.42","21.90","6.00","82.86","3.02","2.62","60.75","41.03","7.48","36.10","44.42","37.36","26.73","60.48"
"snappybones","880","12.10","27.11","16.30","9.04","28.57","79.17","2.10","28.57","48.84","67.65","2.38","39.80","32.86","50.00","33.17","55.88"
"Snarfosaurus","1,073","13.24","45.24","25.49","14.69","7.14","57.50","2.20","2.56","71.05","65.57","2.17","43.91","35.42","31.48","25.65","51.69"
"snarfsgotcha","641","-115.80","53.60","24.32","25.80","0.00","42.11","1.59","23.44","80.25","51.61","0.00","59.24","74.26","41.94","31.82","39.80"
"sneaky pe163","47,619","-34.46","62.69","50.28","14.25","3.28","42.70","1.60","44.57","69.66","50.27","0.64","41.75","31.05","32.65","36.47","48.09"
"Sneaky_Pete115","50,039","-16.83","55.53","36.94","20.78","1.22","54.85","2.35","16.93","60.73","58.53","4.11","38.57","32.53","26.06","25.37","45.78"
"Sneakyjap1","1,079","-203.58","78.63","67.77","12.45","0.00","42.59","1.66","36.80","75.00","44.97","8.59","47.27","41.06","27.38","30.89","39.36"
"Sneej1494","730","-225.67","82.96","66.67","19.97","20.37","12.50","2.02","51.97","71.60","46.75","5.00","61.96","70.31","27.66","35.19","39.71"
"sneroda","584","-60.88","36.57","34.33","13.07","0.00","79.17","1.60","17.07","47.06","62.50","2.33","45.16","44.64","33.33","27.81","42.31"
"SNESChalmers89","25,176","5.66","23.12","4.91","19.49","2.90","74.33","2.01","0.18","53.80","40.22","7.22","37.48","40.08","42.63","30.54","55.13"
"Sniper1x1","1,993","-71.88","60.26","32.37","28.15","1.45","49.65","2.22","15.92","74.31","56.79","3.91","55.56","66.14","32.63","25.00","44.09"
"snipercentral","995","-51.61","61.52","36.21","12.00","0.00","50.00","0.99","1.12","53.49","45.14","6.00","31.88","30.89","43.08","34.88","36.22"
"Snizz444","1,953","-77.84","54.33","42.55","0.26","5.00","67.74","0.82","24.69","100.00","53.37","1.75","35.92","43.06","42.86","36.29","47.63"
"snook5723","563","-78.60","65.40","50.00","7.99","5.56","78.13","1.79","16.67","68.00","46.05","3.95","45.11","84.09","22.22","26.92","32.97"
"Snoop546","564","-44.41","63.34","54.69","14.16","5.88","45.45","1.63","27.54","54.29","50.00","3.70","38.51","46.43","29.27","31.16","39.05"
"snoop625","877","33.11","48.32","26.32","10.49","31.43","35.00","3.22","47.22","86.67","74.00","1.32","59.34","69.33","33.33","35.64","45.29"
"SnoopDoggDaddy","2,264","-21.23","36.48","24.18","2.51","2.00","71.43","1.57","7.69","88.57","58.14","2.18","35.66","26.48","40.50","28.53","48.69"
"snorkz69","1,332","-31.53","62.46","37.76","18.84","8.33","60.49","1.37","5.95","61.94","43.24","10.76","32.47","43.50","42.98","32.24","43.22"
"Snouserz","730","2.08","47.75","40.00","11.67","22.22","37.50","2.83","37.11","63.64","72.86","6.94","58.54","64.22","20.59","24.20","43.37"
"snow1021845","2,284","-57.75","45.57","33.21","13.81","15.38","55.75","1.78","10.55","67.19","55.73","4.32","33.33","29.87","36.64","35.06","45.85"
