Player,Hands,BB/100,VPIP,PFR,3Bet F,Fold to 3Bet,Flop AF,Donk F,CBet F,Fold to F CBet,XR Flop,Bet T,Bet R,Call R Bet,WTSD %,WSD
player18262,"3,367",-28.58,41.51,7.44,7.14,66.67,0.46,0.25,41.67,37.92,3.63,17.12,22.56,39.22,41.21,52.83
player18263,741,0.51,52.45,14.99,0,37.84,1.38,13.43,79.31,60.61,2.02,54.75,60,15.63,19.04,48.1
player18264,"7,260",-12.34,43.13,28.32,8.22,43.28,2.49,4.65,86.38,42.13,10.75,44.92,32.2,30.88,30.89,41.12
player18265,"32,813",-13.6,23.68,4.7,2.84,72.3,2.19,27.19,61.49,54.46,6.92,39.15,55.71,23.74,24.57,51.36
player18266,"5,995",-59.92,42.95,10.51,8.93,53.89,1.59,19.19,51.19,58.82,1.16,24.35,23.02,35.19,32.27,45.92
player18267,"1,603",-23.21,49.97,16.13,0,54.76,1.95,9.59,68.06,48.46,12.7,41.09,49.61,34.82,25.87,41.83
player18268,742,-47.23,38.44,8.34,0,68.75,1.34,2.15,84.62,56,2.9,33.33,32.61,21.05,25.62,34.72
player18269,"3,336",-20.57,39.55,16.53,8,69.19,3.03,9.62,73.15,50.26,6.51,61.57,51.49,32.14,20.59,33.94
player18270,"1,550",-68.32,52.07,2.64,18.52,70.69,1.09,22.61,70.59,68.75,3.49,34.11,50.56,37.37,33.42,46.9
player18271,"3,370",19.63,38.79,14.88,7.14,42.67,1.24,12.44,68.58,44.5,3.33,44.73,39.28,43.52,33.86,50
player18272,557,139.86,48.28,12.41,0,30.43,0.93,4.92,59.46,50.98,4.55,31.03,33.68,36.51,33.44,64.36
player18273,"20,505",-4.85,29.01,12.86,7.96,50.78,1.2,13.21,50.47,49.35,3.58,46.45,35.18,25.78,29.46,47.75
player18274,559,40.23,42.31,23.44,14.29,44.83,3.1,33.33,51.28,46.43,16.67,49.18,58.02,28.57,28.38,50.77
player18275,878,-51.73,57.08,11.18,14.29,37.5,1.03,16.52,71.43,43.3,0.93,30.86,23.86,47.06,39.72,49.75
player18276,"4,990",-49.87,41.97,10.09,6.25,63.37,1.19,15,58.56,45.51,6.42,31.62,41.63,28.57,30.29,44.25
player18277,"7,745",-36.97,58.32,7.31,10.67,40.79,1.53,36.57,63.69,57.72,4.11,49.47,45.49,30.02,32.76,47.26
player18278,"1,230",-9.49,25.38,12.18,14.29,76.36,1.48,3.9,50,50,5.13,32.89,30.3,36.36,32.06,48.81
player18279,"2,046",-19.54,22.51,3.19,11.76,69.09,1.62,19.64,56.25,61.86,0.89,22.18,34.08,50,28.01,55.06
player18280,"2,621",30.1,39.89,21.46,6,34.68,3.16,11.56,85.54,67.06,0,48.86,50.46,20.91,22.45,48.64
player18281,"1,075",-80.45,57.25,20.34,5.26,39.34,1.56,42.11,54.96,54.55,4.3,45.37,51.34,25.25,33.28,39.41
player18282,"1,495",-104.17,58.79,20.97,13.21,49.19,2.73,32.1,67.27,56.35,1.86,58.1,60.26,16.67,23.16,37.81
player18283,538,-106.39,59.17,18.06,14.29,58.33,3.46,20.41,89.09,56.25,5.56,64.38,57.94,25,31.31,32.26
player18284,"2,917",7.16,38.71,22.55,8,36.07,1.19,3.47,56.44,39.2,6.61,28.46,33.06,37.69,36.56,47.89
player18285,"1,826",-0.3,34.97,16.44,6.25,50,1.52,2.41,58.9,54.88,4.17,40.87,46.05,42.86,27.35,46.24
player18286,"1,468",-48.03,35.78,3.64,0,59.26,1,9.7,57.14,37.9,10.71,22.96,28.7,28.57,32.01,53.89
player18287,"4,702",3.41,29.65,20.21,15,70.99,2.55,1.27,72.86,39.44,13.22,41.31,26.2,38.27,32.49,53.76
player18288,525,-187.16,84.62,6.95,0,14.71,0.66,16.67,60,40.19,0.98,46.37,62.98,45.05,41.86,40.91
player18289,"1,428",-96.72,74.5,3.93,6.38,45.95,0.67,16.98,65.52,43.18,0,29.68,41.08,49.12,40.33,38.28
player18290,"1,000",-185.14,72.63,25.51,3.7,33.33,2.38,33.82,73.53,47.62,3.26,49.85,40.43,58.04,44.76,33.33
player18291,"1,339",-20.66,22.73,10.72,0,61.9,2.14,4.35,78.95,57.14,3.85,33.33,32.1,37.93,27.21,43.24
player18292,"2,212",-13.37,27.65,19.39,11.76,57.66,2.62,20.65,48.95,60.49,1.71,44.01,40.98,26.67,24.6,42.48
player18293,898,41.62,46.48,11.65,10,68.18,1.28,12.96,55,49.44,7.14,35.71,25.58,50,34.62,51.59
player18294,906,-11.81,29.99,14.71,11.11,55.88,2.18,6.25,70.73,50,4.17,31.33,45.83,46.51,27.93,50.62
player18295,"4,199",-19.96,18.41,12.69,12.5,69.83,1.94,1.97,73.71,35.83,3.47,36.05,33.74,40,33.18,53.95
player18296,680,-57.81,72.37,4.65,5.26,62.5,1.22,25.58,66.67,57.14,5.94,37.08,50.86,37.25,29,39.71
player18297,"2,056",-30.21,39.66,32.27,11.76,68.14,4.81,25.53,77.68,70,4.76,40.51,32.18,34.91,22.19,41.25
player18298,"4,114",-14.99,40.43,1.19,2.5,89.29,0.96,19.51,62.5,68.71,0,15.34,15.07,31.73,29.74,54.98
player18299,"25,741",-24.19,28.2,9.54,8.23,51.88,1.5,8.05,69.12,45.45,6.71,29.3,31.03,39.74,38.46,54.64
player18300,"2,769",-38.95,34.08,11.23,23.53,46.74,1.21,5.17,36.9,43.85,11.33,32.51,34.89,42.08,34.48,45.58
player18301,"1,520",-0.55,36.28,22.01,0,50.67,1.35,0,78.62,30.48,3.92,32.33,36.26,29.17,32.97,42.38
player18302,"1,511",-93.88,51.28,18.08,3.57,35.8,1.51,24.48,43.61,46.88,3.62,28.64,30.82,46.09,37.32,43.55
player18303,"5,231",7.27,34.77,24.06,0,68.99,2.28,17.15,71.24,42.11,2.91,61.87,81.58,49.63,25.35,45.05
player18304,599,-10.28,38.89,3.13,25,52.94,0.6,6.98,66.67,34.88,2.08,21.15,26.02,55.26,50.2,59.68
player18305,"1,222",-8.13,46.86,4.19,5.56,61.36,1.64,16.94,55.26,60.55,4.35,54.58,55.14,18.57,22.77,48.46
player18306,629,-105.66,56.66,20.77,23.53,37.93,1.32,25,47.44,45.95,2.9,50.48,60,38.98,32.99,38.46
player18307,728,-31.21,59.52,3.96,0,53.33,0.88,20.56,40.91,48,1.98,43.51,35.06,35.14,35.67,45.83
player18308,"108,771",0.24,25.71,12.39,12.79,61.9,1,1.61,48.51,44.79,4.56,31.66,23.38,33.81,31.96,54.43
player18309,"3,949",-33.15,31.61,20.98,16.36,69.6,3.89,50,67.23,31.34,22.22,54.04,45.85,34.75,29.69,42.02
player18310,"1,858",-52.15,17.97,9.05,22.22,70.59,3.13,20.51,71.83,57.69,0,32.6,28.43,22.92,24.72,45.05
player18311,"2,752",-6.86,33.84,15.34,13.04,73.43,1.99,2.76,62.5,53.57,6.31,34.92,25.43,30.86,27.4,54.84
player18312,"1,197",-54.28,45.99,9.16,9.09,60.66,1.2,25.4,52.5,40.74,3.48,30.04,29.94,40.79,34.97,48.88
player18313,"310,047",2.61,20.42,15.35,12.11,66.45,2.1,0.36,63.06,50.64,6.94,31.7,31.66,41.71,29.98,56.67
player18314,"1,506",-48.89,52.77,18.58,2.94,50.75,4.12,44.14,84.93,80.22,0.74,71.1,50.44,38.1,26.35,46.05
player18315,"1,552",-4.61,48.28,3.43,0,85.33,0.6,0.68,78.95,58.17,2.45,25.3,19.57,40.68,33.29,56.47
player18316,"4,926",-9.46,43.61,8.54,8.77,61.83,0.84,10.19,59.11,44.04,2.63,30.62,41.94,36.07,26.47,45.06
player18317,"57,385",-16.13,34.15,1.77,3.55,73.36,0.4,0.89,60,44.44,0.89,18.63,18.15,45.04,37.53,57.29
player18318,"2,626",-7.11,51.09,11.41,1.92,65.71,1.52,13.66,70.83,45.69,2.78,48.09,64.58,42.75,26.03,45.45
player18319,"3,488",-34.41,43.23,15.52,12.5,51.31,1.32,0.3,85.71,40.53,10.09,41.43,51.89,27.67,30.62,42.96
player18320,631,-15.29,44.52,5.73,40,62.86,0.65,0,31.58,51.35,6.15,25.83,17.31,37.5,34.8,48.42
player18321,"1,156",-135.87,61.55,23.27,28.13,33.33,2.23,30.92,64.85,50.44,11.76,30.34,41.32,17.86,36.34,38.58
player18322,881,8.91,29.35,6.84,0,73.53,1.86,7.02,75.86,53.7,3.45,48.67,54.05,20,22,47.27
player18323,"20,511",5.71,36.08,26.52,3.86,55.67,4,14.97,91.37,44.97,8.62,53.93,32.45,29.48,26.67,46.39
player18324,"6,881",-24.62,24.59,19.14,8.16,66.45,1.83,5.31,47.84,48.47,4.22,19.43,25,38.1,31.89,53.07
player18325,"1,405",-16.45,31.06,1.02,0,77.42,0.63,11.29,57.14,42.86,3.82,26.1,38.68,53.49,38.35,57.35
player18326,612,35.12,27.12,17.29,0,69.23,1.37,0,56.82,39.29,13.89,32.2,34.15,43.75,26.83,36.36
player18327,"14,988",-29.05,43.72,25.29,14.17,47.39,2.43,12.23,62.65,37.41,12.89,45.68,43.47,38.48,33.08,41.92
player18328,"2,959",-38.36,39.6,4.18,3.77,64.2,0.67,3.62,75,41.46,1.89,32.93,32.18,43.37,37.19,50.4
player18329,"1,783",-37.47,55.46,15.25,16,22.37,1.91,22.8,64,67.03,1.46,40.71,47.9,38.28,30.37,43.97
player18330,715,-13.71,39.17,15.1,0,42.11,1.07,0,49.21,52.94,3.53,20.61,19.61,27.27,28.4,61.7
player18331,"8,428",-17.97,32.83,8.17,15.91,76.27,1.38,12.58,61.78,47.62,4.74,30.63,30.34,26.78,29.93,46.64
player18332,"3,894",-7.24,24.99,20.58,15.38,75.78,6.2,18.46,60.47,74.6,3.78,31.96,40.07,22.55,26.3,52.82
player18333,708,-10.27,42.49,27.89,33.33,48.84,1.77,2.33,61.62,36.59,15.69,36.05,43.9,52.38,33.33,45.88
player18334,"3,763",13.38,39.13,25.5,22.95,54.63,2.61,11.16,68.29,46.8,4.73,38.61,28.86,45.81,31.46,51.19
player18335,610,-67.03,56.41,14.48,0,42.42,1.41,12.31,38.89,50,11.11,49.47,47.5,20.93,27.16,42.86
player18336,"3,508",-1.56,28.39,13.57,14.81,54.69,2.07,10.84,62.55,59.15,7.57,35.63,41.9,31.11,27.36,49.48
player18337,"3,282",-20.17,31.13,15.99,10.81,79.89,4.65,19.41,82.61,68.97,1.34,52.28,33.33,25.88,28.38,47.23
player18338,512,4.52,31.87,8.76,0,64.71,4.29,31.03,61.11,77.27,3.85,36.23,37.84,56.25,21.38,55.88
player18339,"1,550",-45.37,46.84,25.28,8,48.31,2.87,27.46,56.44,51.8,6.57,31.97,45.03,27.12,26.33,44.94
player18340,"2,826",-45.33,41.25,0.83,5.13,89.29,1.22,4.71,100,52.16,3.5,41.51,39.4,34.81,29.25,37.54
player18341,"7,007",-10.29,30.43,10.46,9.41,60.82,2.44,21.86,64.63,65.41,4.54,35.26,29.36,22.8,27.01,52.46
player18342,"3,141",-24.16,34.93,10.26,8.57,78.52,1.98,20.25,59.41,43.6,7.66,39.44,24.22,23.21,29.7,55.89
player18343,"2,158",14,48.18,1.94,1.23,65.71,2.12,34.32,90.91,59.42,2.73,67.29,67.65,52.21,27.41,48.36
player18344,699,-133.61,53.7,8.87,19.23,37.5,1.82,29.58,57.5,60.34,1.41,43.13,34.93,31.67,36.79,34.9
player18345,915,-11.14,38.8,21.45,3.85,35.29,6.22,88.24,93.33,37.93,0,56.79,37.65,30.77,19.83,38.03
player18346,"1,101",-60.13,47.87,3.26,0,76.74,0.75,1.78,73.33,50.69,3.18,30.21,46.99,25,22.68,48.36
player18347,"4,926",-57.14,42.28,29.17,5.98,45.09,3.67,51.24,75.38,35.47,6.49,55.63,46.2,35.71,32.96,40.21
player18348,510,-34.73,52.81,24.3,0,42.86,0.67,3.03,36.73,37.5,6.56,30.97,40.54,36.67,31.25,53.85
player18349,"2,516",-70.8,64.24,0.53,6.12,63.3,0.73,16.83,60,63.2,1.04,32.35,44.16,31.58,28.96,46.74
player18350,"5,130",-75.73,71.28,33.44,13.45,38.89,1.71,15.94,63.04,47.17,5.76,35.09,39.64,33.33,36.17,40.5
player18351,606,-59.27,68.82,4.01,5,61.11,0.78,17.39,43.75,62.07,2.06,33.04,44.91,24.14,29.29,50
player18352,"7,237",-7.81,36.2,12.38,6.6,61.23,2.42,36.6,67.23,45.86,3.38,51.23,55.88,28.09,27.29,42.14
player18353,"2,167",-180.44,58.58,23.44,15.22,36.02,1.43,16.67,57.09,43.67,5.93,42.31,40.05,30.49,40.14,43.5
player18354,"1,016",0.46,69.42,5.98,5.88,34.78,0.73,18.92,45.95,50,2.96,41.19,51.84,32.17,30.49,40.25
player18355,"1,670",-64.01,61.83,0.91,6,54.9,0.84,13.19,100,54.87,3.26,43.25,41.73,36.9,28.73,37.54
player18356,"15,016",-8.25,40.13,28.12,3.2,65.14,3.12,24.46,53.32,55.31,9.86,49.65,49.12,32.78,26.93,45.29
player18357,959,-100.5,61.93,9.01,15,48.48,1.24,9.09,40.74,52.53,8.94,47.37,54.87,27.47,26.7,30.18
player18358,"1,991",-103.95,61.04,9.04,6.25,48.62,0.89,6.36,37.11,46.94,2.04,39.52,43.6,33.55,29.37,37.61
player18359,532,28.42,61.6,6.87,16.67,50,2.18,36,60,75,3.7,53.05,71.56,17.24,21.51,43.24
player18360,662,-92.08,33.54,9.82,18.18,46.67,1.85,27.78,42.11,66.67,5.26,37.69,36.36,23.08,31.5,45
player18361,"3,211",-7.31,31.9,6.27,10.64,80.39,2.62,12.93,62.39,65.41,2.73,32.4,22.36,27.78,27.33,56.66
player18362,770,-40.32,33.47,9.43,37.5,72.73,1.68,11.11,52.5,55.56,5.56,28.8,43.9,34.78,29.8,49.32
player18363,722,-88.92,80.76,22.95,10,36.73,1.3,14.52,69.88,35.45,12.5,49.84,64.22,43.42,37.08,39.42
player18364,747,-68.4,59.53,7.3,0,62.86,1.71,37.5,93.55,51.43,0,53.88,40.26,42.37,33.8,47.95
player18365,"1,221",31.65,55.93,27.32,15.22,55.17,3.73,50.75,82.35,58.49,1.41,56.68,82.78,14.86,19.97,42.75
player18366,"17,088",-28.35,45.78,10.83,9.73,57.9,2.26,35.91,90.16,51.83,1.07,48.89,48.55,22.64,27.25,40.59
player18367,930,-10.59,38.62,10.17,28.57,62.5,1.24,0,64.44,53.13,1.54,35.08,42.75,23.53,35.84,47.06
player18368,"1,266",-53.97,38.67,30.18,27.27,62.32,5.24,57.45,56.34,91.67,1.61,53.3,43.8,32.5,35.39,44.52
player18369,"1,868",-327.33,78.97,28.36,8.05,10.46,0.57,19.19,33.67,27.11,5.99,43,46.88,35.52,46.07,36.22
player18370,"3,014",-11.27,46.68,9.89,15.63,58.93,1.05,17.31,52.83,59.05,0,28.75,30.92,28.18,34.01,51.89
player18371,"1,297",-122.47,62.92,22.36,13.95,21.18,2.35,35.58,75.66,57.72,1.56,64.34,53.93,33.98,30.91,31.76
player18372,966,-10.41,45.22,5.2,20,80.49,27.89,35.06,100,83.33,3.03,46.03,32.81,29.63,14.69,40.38
player18373,"1,732",-122.73,59.01,20.84,3.03,42.73,2.5,45.74,61.21,52.76,0.69,52.22,52.27,34.74,32.44,44.94
player18374,723,-26.19,62.03,19.34,0,64.71,1.86,24.3,66.2,56,4.05,34.22,37.86,50,34.92,39.57
player18375,"2,272",-34.07,27.35,18.63,25,70.19,2.86,4.6,76.76,47.37,4.65,44.58,27.98,39.77,32.78,50.94
player18376,"62,668",1.93,39.86,31.65,5.01,67.83,4.8,0.95,95.46,55.12,7.45,30.97,21.69,26.4,25.15,52.18
player18377,673,-57.21,46.2,19,0,39.62,1.44,3.66,80.85,38.1,3.64,37.16,43.24,29.63,27.86,41.1
player18378,"1,280",-47.13,37.07,18.83,11.11,53.95,0.98,0,46.67,31.48,5.51,30.23,37.5,42.03,38.5,50
player18379,"1,350",28.25,38.41,10.15,0,71.62,2.38,16.38,65.67,68.6,2,42.78,45.37,20.45,20.86,44.57
player18380,925,-54.57,66.7,3.06,3.03,36.67,0.79,19.19,69.57,49.44,0,34.9,32.73,44.68,37.41,37.69
player18381,"1,198",-82.52,64.49,3.49,6.25,51.02,0.97,20.23,57.58,44.37,1.37,30.52,34.52,35.04,35.5,42.56
player18382,"8,236",-4.29,45.33,0.37,5.71,68.46,0.6,12.11,84.21,57.77,0.48,24.08,31.06,29.16,33.3,53.34
player18383,"1,649",-0.98,35.72,12.3,20,43.06,1.94,6.19,76.32,49.48,9.85,58.1,57.79,47.37,27.96,45.4
player18384,"1,050",-30.21,45.61,2.93,5.26,63.33,1.29,14.55,71.43,70.65,1.85,26.23,26.67,17.19,28.46,42.14
player18385,"4,191",-68.43,51.26,0.34,1.52,54.74,0.08,0.7,80,50.75,1.75,15.84,31.84,36.5,37.7,46.54
player18386,"2,862",-3.46,35.76,16.21,3.57,54.55,2.16,5.65,79.34,42.11,10.85,36.88,31.67,36.36,28.66,47.79
player18387,"7,392",-4.77,31.17,5.52,18.18,82.84,0.88,0.5,80.81,50.29,0.97,25.54,35.32,40.71,30.37,54.48
player18388,"23,202",-7.28,26.21,13.59,7.53,63.08,2.77,42.86,59.84,48.81,5.28,39.88,69.94,29.72,28.43,43.61
player18389,505,49.68,29.92,21.11,0,66.67,1.84,3.23,60,57.89,7.41,23.81,34.04,33.33,31.58,50
player18390,548,50.22,46.41,10.7,0,64.52,3.1,23.53,90,73.91,5,57.14,60.81,16.13,23.14,50.85
player18391,858,-133.78,83,18.31,12.9,23.08,1.92,40.74,70.59,47.41,0,56.73,61.28,29.79,30.11,33.03
player18392,893,-93,53.56,7.92,15.38,33.33,1.17,10.1,42.5,57.29,0.83,26.12,36.47,26.44,30.69,47.17
player18393,506,13.08,39.44,14.29,5.88,65.38,6.16,52.17,96.97,58.82,0,34.25,48.15,36.84,23.73,57.14
player18394,"9,666",-38.98,47.74,22.33,12.72,53.08,2.49,25.69,61.22,45.32,4.34,39.52,24.55,36.2,32.53,43.36
player18395,518,-34.56,28.66,17.82,0,78.13,1.33,0,71.43,21.74,4.17,27.27,18.37,38.46,32.86,43.48
player18396,"2,788",-115.57,81.95,28.97,4.76,42.27,1.66,10.54,75.15,26.3,7.75,52.58,50.53,40.93,31.69,37.12
player18397,638,-28.08,35.24,4.73,0,80,1.24,3.45,66.67,71.43,0,21.43,30.16,18.18,26.05,59.68
player18398,810,11.05,49.43,24.08,9.52,43.42,2.74,39.36,47.73,54.17,6.67,50.92,62.16,33.33,28.35,51.61
player18399,"1,227",-16.39,44.01,2.23,6.45,50.82,0.93,17.93,84.21,55.03,0,39.47,44.3,37.23,37.76,58.56
player18400,530,-70.01,62.38,15.93,18.18,39.53,2.36,31.15,40,47.27,11.54,41.84,39.39,31.71,29.65,50
player18401,"2,794",-1.13,48.04,1.97,8.22,56.06,0.84,15.54,65.22,55.22,2.56,37.87,48.99,48.95,34.33,47.09
player18402,"2,997",-9.38,40.66,10.81,20.45,44.64,1.61,16.33,69.19,40.7,3.5,32.42,23.82,35.91,33.57,50.69
player18403,685,-59.34,81.89,7.49,0,53.33,0.7,4.37,81.48,55.11,0.68,28.36,23.19,17.14,32.89,48.85
player18404,"1,954",-33.37,29.96,7.01,25,75.34,1.74,20,52.94,58.06,5.6,35.56,37.79,40.24,30.79,46.32
player18405,"3,114",-34.91,34.37,26.01,6.25,53.94,2.62,3.28,69.29,50.35,11.22,42.54,38.1,26.13,30.01,42.47
player18406,"1,831",-155.36,70.14,20.54,12.07,33.62,2.27,46.51,56.78,41.77,7.98,62.24,72.96,27.13,26.33,34.52
player18407,"3,002",5.46,28.38,15.84,14.29,56.11,1.36,1.98,75.37,42.7,2.15,27.95,30.39,52.1,35.98,57.35
player18408,"1,039",-60.16,41.43,10.3,17.39,57.58,1.28,17.89,78.72,49.44,1.09,41.41,37.78,20,28.9,47.62
player18409,"3,535",-17.45,50.15,27.85,2.63,47.48,1.15,3.9,64.35,32.93,6.65,41.04,30.17,24.26,31.8,43.36
player18410,"10,203",-22.86,46.6,18.81,3.5,55.68,3.21,15.57,59.89,68.12,5.54,41.18,33.14,27.1,22.58,50.68
player18411,"1,530",16.29,42.68,9.12,12.5,78.57,3.29,23.17,88.24,49.11,11.7,58.61,48.43,23.91,21.61,46.02
player18412,"3,494",-89.08,45.1,25.83,3.08,37.84,1.78,14.45,53.74,49.77,5.02,41.48,52.22,35.42,30.06,42.18
player18413,"1,980",-126.33,74.15,15.82,14.29,41.9,1.4,22.65,63.39,34.06,6.83,55.48,52.95,32.5,29.27,36.3
player18414,724,-187.65,61.97,7.2,2.78,19.44,1.28,43.75,56.76,46.75,1.23,39.18,38.99,46.99,44.67,39.64
player18415,"3,890",-6.84,34.06,3.13,0,82.39,1.18,0,79.25,56.09,4.07,26.3,25.13,46.9,25.85,50
player18416,"20,215",-11.47,37.82,3.19,2.96,59.25,0.7,4.55,70.29,46.35,3.39,33.08,37.58,29.81,30.46,54.1
player18417,535,-50.26,36.5,10.1,10,50,1.6,15.38,50,77.78,2.08,23.96,14.71,39.13,36.19,48.68
player18418,"32,357",4.46,35.59,0.46,1.33,78.69,0.55,9.1,91.67,54.88,0.19,23.58,25.74,31.31,34.37,58.73
player18419,"31,139",-25.46,44.29,11.91,7.97,50.17,2.77,29.57,74.63,60.92,5.84,43.16,48.8,27.85,25.46,43.78
player18420,"2,733",12.53,46.67,3.54,3.23,65.82,0.94,8.62,62.22,60.8,2.58,37.07,24.47,23.35,25.4,51.7
player18421,"1,107",-5.25,43.69,12.86,0,61.76,2.46,14.08,69.7,43.94,5.63,39.71,25.2,37.7,26.78,50.81
player18422,822,-33.02,37.1,24.1,11.11,52.63,2.63,0,76.7,57.5,4.82,43.75,36.56,30,27.69,43.53
player18423,587,-20.07,38.16,12.23,4.17,75,2.95,47.22,96.88,35,7.14,57.75,52,47.83,25.39,38.78
player18424,513,-76.24,68.65,19.84,0,14.81,0.6,8.24,54,31.58,0,33.33,46.94,40.32,39.35,44.36
player18425,969,-58.11,40.95,2.96,33.33,80.85,0.73,4.35,68.42,31.82,3.85,34.31,47.56,40,35.29,41.67
player18426,"2,436",-17.99,40.43,7.76,8.82,60.19,1.88,19.11,70.65,50.53,3.85,41.73,46.75,47.69,28.54,53.19
player18427,609,-58.33,30.82,11.22,20,76.09,1.97,12,86.21,35,12.5,52.94,52.83,25,21.6,42.86
player18428,"5,237",-8,43.96,6.57,12.24,66.96,3.03,28.77,70.89,55.79,7.92,53.09,61.67,27.52,25.6,41.46
player18429,580,-3.91,45.29,14.74,0,64.71,2.52,24.53,54.55,68.89,5,31.19,44.62,16.13,27.27,47.37
player18430,"1,636",-85.41,42.97,11.38,20,51.67,1.24,12.92,48.42,37.69,8.67,36.2,42.45,48.84,34.44,42.86
player18431,705,-132.04,73.41,8.12,10.53,41.67,1.39,43.59,62.96,58.33,4.17,47.25,48.19,51.25,40.75,40.28
player18432,"3,310",17.01,61.36,19.72,1.69,54.87,0.96,5.37,58.28,37.06,1.03,37.79,41.7,22.05,27.6,49.3
player18433,604,13.34,38.05,24.91,0,60,2.13,28.95,37.93,47.62,8.33,29.46,38.1,40.63,36.87,46.58
player18434,506,-84.74,47.8,2.62,0,42.86,1.77,29.41,62.5,78.57,1.49,34.96,41.46,42.86,28.37,54.88
player18435,"11,504",-12.17,34.26,7.56,9.84,69.01,2.35,22.15,82.02,43.03,6.96,43.35,35.88,31.7,29.83,48.61
player18436,704,-59.08,40.09,15.47,20,54.55,1.6,10.17,51.02,47.83,6.52,48.39,46.84,30.43,35.2,43.18
player18437,"6,303",23.38,27.58,14.54,17.91,69.51,3.84,18.63,63.74,63.82,1.34,34.78,21.77,37.18,26.99,52.5
player18438,"1,274",-46.96,37.85,9.05,16.67,56.86,0.65,10.53,32.84,41.75,3.25,36.33,54.8,30.16,32.79,45.34
player18439,514,-92.06,52.77,4.36,9.09,79.31,2.02,31.71,100,58.06,2.33,46.46,50,35.71,25.27,39.44
player18440,"7,635",-46.83,50.88,8.96,8.06,55.34,0.86,12.96,63.11,43.12,1,38.69,50.71,36.47,31.03,44.86
player18441,"101,183",-32.31,59.57,0.04,0.3,73.77,0.59,16.98,41.38,60.01,0.45,41.22,40.14,30.09,33.67,49.92
player18442,"5,178",-8.05,35.92,23.73,8.82,52.63,2.06,1.14,70.55,45.91,4.38,37.84,25.51,36.36,34.78,52.22
player18443,523,-61.98,56.64,13.31,27.27,50,0.86,9.52,50,31.15,6.49,22.76,31.82,42,37.24,56.48
player18444,928,-59.89,40.46,20.02,6.67,41.86,1.29,3.85,54.95,55.17,8.7,35.48,31.9,50.77,34.18,44.03
player18445,730,-12.77,36.9,10.14,0,75.76,1.13,11.11,66.67,57.41,1.89,59.35,49.3,50,22.98,50.88
player18446,"1,261",-70.51,63.54,6.24,8.11,47.22,1.92,22.22,76.92,50,3.62,54.48,55.74,47.17,36.01,39.02
player18447,"1,885",0.39,45.15,14,4,50.63,1.05,5.63,66.67,47.86,2.59,28.38,30.72,35.97,30.76,49.05
player18448,"3,919",12.95,38.14,22.71,3.9,41.4,2.3,13.68,63.95,58.33,4.07,36.18,27,29.89,29,53.49
player18449,"1,730",-19.47,62.38,21.99,4.88,27.5,2.27,50.81,68.47,72.39,0,51.91,37.24,24.84,29.33,53.52
player18450,"6,292",-22.01,24.77,3,13.21,78.57,0.83,12.25,77.01,57.52,1.12,25.67,33.29,34.6,33.99,58.08
player18451,896,-81.09,49.03,30.16,23.08,57.63,1.3,4.94,66.96,25.88,8.75,39.23,47.15,45.61,35.39,45.24
player18452,633,-13.97,29.65,13.83,11.11,69.23,3.14,4.55,82.22,42.31,11.63,32.89,32.43,10.53,18.86,45.45
player18453,"40,667",-11.46,27.84,20.68,12.04,66.9,1.68,0.3,57.42,47.84,6.93,33.31,29.11,42.9,32.44,48.22
player18454,"54,136",0.19,26.67,20.47,9.55,69.89,2.53,3.69,69.35,45.37,8.29,33.47,34.07,34.8,29.56,53.37
player18455,"1,073",-40.89,79.61,5.22,26.67,77.94,0.95,11.28,43.75,39.8,7.19,18,29.24,43.09,38.38,44.9
player18456,"12,478",-1.64,27.26,15.45,4.08,65.33,2.54,9.81,64.85,55.34,5.71,39.57,31.3,33.48,26.98,48.69
player18457,589,-24.09,46.71,12.15,40,58.33,3.76,21.88,88.89,55.32,0,43.65,53.95,47.83,25.09,43.28
player18458,"2,303",-0.27,31.83,18.55,9.09,64.23,2.46,5.56,71.66,43.97,8.03,39.56,38.07,42.62,28.79,50.3
player18459,"11,510",-14.44,30.48,24.04,7.18,49.63,3.38,33.83,75.91,48.87,2.53,45,27.68,39.1,34.2,49.13
player18460,"17,070",-3.84,29.96,17.15,8.41,68.12,1.14,5.72,37.22,46.46,5.03,36.57,35.78,42.15,30.88,50.86
player18461,"20,896",-3.02,25.92,16.96,6.29,55.37,1.85,13.54,56.32,45.56,6.02,36.2,30.92,44.55,34,52.93
player18462,849,21.72,44.97,6.52,0,59.26,1.62,7.81,83.33,61.02,3.57,44.83,49.64,42.65,29.91,53.73
player18463,593,22.07,33.1,4.34,8.33,46.15,1.33,22.5,73.33,62.07,3.45,35.38,59.81,51.43,35.22,50.57
player18464,"6,582",-28.12,33.47,8,4.1,56.07,2.03,36.43,75.47,50.63,0.27,44.7,40.8,33.33,29.78,39.49
player18465,746,102.74,26.66,16.37,10,58.62,1.88,7.41,54.69,54.55,7.69,49.47,45.16,45.45,30.39,61.29
player18466,"5,553",-1.99,31.83,5.43,8.33,66.67,2.34,7.32,80.35,62.26,2.76,34.02,24.87,26.4,23.79,51.93
player18467,"1,142",-75.82,51.38,24.29,25,54.95,1.06,11.36,44.59,43.55,4.55,27.74,43.1,39.19,41.02,47.79
player18468,785,-131.6,74.48,19.35,0,50.88,2.5,43.8,86.67,32.93,12.86,61.74,64.29,25,27.96,39.74
