,player,hands,bb_100,vpip,cc_2bet_pf,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
10250,Mike8191,4913.0,-34.8,29.96,16.61,16.48,17.5,67.03,1.78,8.62,57.8,40.6,4.8,41.47,44.47,38.81,30.45,41.8,2,The Hyper-aggro Maniacs
10252,mike_ents,1328.0,-36.71,45.19,25.0,15.45,10.53,72.46,2.59,30.0,47.71,48.0,7.61,36.91,39.9,31.03,32.9,44.89,2,The Hyper-aggro Maniacs
10254,mikebtwiztid1,3869.0,-121.47,69.62,48.23,19.42,4.38,40.0,1.08,17.26,66.99,45.42,1.51,42.68,65.03,37.85,31.88,38.14,6,The Big-Betting Fish
10255,MikeBurg91,4395.0,-1.06,32.22,8.51,18.97,6.67,71.19,2.03,19.03,56.3,56.12,2.54,56.37,74.63,43.0,23.27,47.99,5,The Moderate Aggressor
10256,mikec_32,10154.0,-62.85,54.31,49.73,10.91,6.06,41.3,0.64,1.7,57.25,46.16,3.2,21.28,27.33,27.67,38.53,50.95,1,The Solid Regs
10260,mikedawg32,3319.0,-29.39,54.2,39.38,12.87,10.99,43.01,1.76,28.62,58.78,61.4,4.42,41.22,57.33,17.09,25.96,42.53,4,The Loose Aggro Fish
10261,Mikedsow,2732.0,-45.16,61.15,47.54,15.21,4.69,29.51,1.83,18.98,60.48,57.79,3.46,44.75,42.29,36.76,31.91,49.05,1,The Solid Regs
10262,MikeeMcDermott,1046.0,-22.08,44.58,22.39,14.16,22.22,36.0,1.72,5.97,71.76,52.24,5.45,43.14,40.46,35.53,31.21,42.68,2,The Hyper-aggro Maniacs
10263,mikefedesco,1753.0,-98.43,58.09,34.02,11.86,24.32,45.0,1.65,12.77,79.57,30.0,16.9,43.36,61.45,32.14,30.54,41.78,6,The Big-Betting Fish
10264,Mikefran30,5240.0,0.99,38.01,23.09,10.19,6.9,61.21,0.38,3.86,22.98,44.1,1.75,24.74,30.81,28.77,35.17,48.68,0,The Loose Passive Fish
10265,MIKEg5050,3302.0,-91.26,69.83,40.73,20.58,10.34,37.25,2.3,30.58,52.23,55.21,11.4,39.02,42.6,32.27,35.17,44.22,6,The Big-Betting Fish
10266,mikeg727272,1711.0,17.96,51.13,33.71,12.95,13.89,49.49,1.42,16.8,89.19,31.66,5.59,57.11,59.44,37.5,28.18,43.03,5,The Moderate Aggressor
10267,mikegass717,1583.0,-34.07,39.97,37.16,10.21,0.0,50.0,0.79,5.08,51.81,62.35,0.63,18.43,33.49,27.78,28.23,55.87,2,The Hyper-aggro Maniacs
10269,Mikegilbs09,1707.0,-41.5,43.79,19.89,13.53,0.0,65.57,2.3,18.25,76.23,52.25,5.07,48.12,41.01,24.29,24.0,37.5,4,The Loose Aggro Fish
10272,MikeK121,3968.0,-34.23,52.13,34.81,4.84,2.78,62.79,1.27,18.48,65.42,60.19,1.96,30.87,33.58,24.25,27.25,48.65,2,The Hyper-aggro Maniacs
10274,Mikel2065,1372.0,-88.84,51.3,41.03,13.53,3.57,31.58,0.99,14.81,43.0,57.36,1.24,28.13,39.22,28.93,35.2,41.86,6,The Big-Betting Fish
10275,mikelandis2288,4173.0,-30.12,44.25,30.67,8.54,5.77,61.9,1.5,17.6,58.29,53.42,1.82,36.12,29.41,36.28,31.23,48.21,2,The Hyper-aggro Maniacs
10276,MikeLewis1995,9366.0,-4.7,29.77,14.34,11.97,7.14,69.93,3.22,31.48,63.98,59.73,2.68,46.51,38.25,34.34,28.48,45.83,5,The Moderate Aggressor
10277,mikem1267,7747.0,-28.58,37.37,27.18,17.2,13.11,52.7,1.81,20.96,42.3,60.58,5.43,35.49,46.24,28.46,27.35,48.69,2,The Hyper-aggro Maniacs
10278,MikeMac807,1833.0,-15.14,35.8,19.77,4.16,10.34,80.0,1.02,0.0,70.73,49.54,1.97,23.46,29.0,32.35,33.91,53.19,0,The Loose Passive Fish
10279,MIKEMAX06,1191.0,-10.47,39.23,33.33,11.25,0.0,62.5,0.99,11.11,54.67,53.77,1.65,26.96,32.9,43.84,30.45,60.81,2,The Hyper-aggro Maniacs
10280,mikemazza11,13337.0,-46.64,56.9,40.58,9.55,10.12,67.03,1.7,14.16,88.14,54.32,4.31,41.56,37.87,21.31,27.82,43.78,4,The Loose Aggro Fish
10281,mikemc$34,2115.0,-4.66,45.02,26.49,22.13,10.0,58.27,1.18,0.83,72.77,35.38,5.78,40.04,57.25,31.94,23.28,40.78,5,The Moderate Aggressor
10282,MikeMcD4321,6793.0,19.24,28.14,6.91,18.29,10.45,61.32,2.49,1.33,82.01,49.54,3.92,40.12,23.66,37.5,27.69,54.0,0,The Loose Passive Fish
10283,MikeMcdee89,1758.0,-4.08,41.05,17.96,7.13,41.67,69.74,1.77,11.05,38.89,65.94,5.92,27.3,28.99,26.23,32.26,57.62,0,The Loose Passive Fish
10285,mikePA46,2812.0,-22.76,41.62,25.37,1.96,6.0,80.0,1.38,27.24,73.68,54.92,2.85,50.24,54.72,33.1,25.91,46.79,5,The Moderate Aggressor
10286,Mikepoppie,1181.0,-89.45,72.25,44.9,22.1,6.82,36.73,2.33,14.48,80.0,54.68,1.45,47.46,47.35,46.43,33.33,37.32,6,The Big-Betting Fish
10287,mikerappaport,1593.0,-4.23,56.42,48.82,5.23,0.0,74.32,1.53,2.43,77.5,53.22,3.77,21.96,37.89,20.0,26.67,55.81,5,The Moderate Aggressor
10288,MIKERJ76,2946.0,-14.48,36.07,22.5,1.43,5.97,76.19,3.96,38.93,72.22,62.79,8.82,35.15,41.67,35.04,28.65,50.3,5,The Moderate Aggressor
10289,Mikeroy519,3628.0,-65.72,54.23,35.19,10.74,5.77,55.26,1.26,20.53,54.77,58.86,1.98,28.51,36.92,33.07,31.15,48.8,1,The Solid Regs
10290,mikes617,5923.0,-0.57,55.11,44.22,17.98,5.21,52.11,1.28,1.75,86.07,40.65,2.42,44.01,51.19,34.5,27.96,47.57,5,The Moderate Aggressor
10291,mikesacooldude,1668.0,-65.12,36.5,32.0,5.61,0.0,48.44,1.5,19.31,54.55,56.56,7.41,32.8,35.4,45.95,34.08,46.48,1,The Solid Regs
10292,mikesantosusso,1457.0,-43.37,40.36,26.02,15.38,21.43,63.64,4.04,41.1,73.23,65.38,8.14,63.91,36.0,24.56,26.15,47.71,4,The Loose Aggro Fish
10293,mikesatch1414,7115.0,-18.12,48.1,26.34,16.59,2.33,73.85,2.41,24.61,75.7,42.83,7.91,50.86,60.96,24.42,23.48,42.48,5,The Moderate Aggressor
10294,mikesieg1985,17212.0,-49.81,56.86,36.44,12.52,8.33,44.82,1.44,30.75,53.83,52.43,3.89,37.34,40.62,35.93,32.74,43.62,1,The Solid Regs
10295,mikesteph1231,2292.0,-23.74,54.09,35.44,4.44,1.27,69.14,2.02,20.4,66.1,63.82,2.05,56.98,70.35,22.58,23.22,46.08,4,The Loose Aggro Fish
10296,MikeSup33,1848.0,-44.01,36.07,26.96,8.98,10.0,72.73,1.46,1.34,85.71,50.39,10.22,37.0,34.31,33.75,29.08,46.24,2,The Hyper-aggro Maniacs
10298,mikethedeeter,55753.0,-47.91,49.52,32.48,11.62,12.39,58.12,1.16,17.82,46.42,41.05,7.75,38.2,32.24,36.29,33.88,44.76,1,The Solid Regs
10299,mikethekid44,7536.0,-33.9,40.48,26.59,28.92,14.1,37.8,3.01,6.19,74.19,42.15,9.96,35.6,20.89,32.13,28.72,46.57,2,The Hyper-aggro Maniacs
10300,miketimel22,1301.0,-77.49,64.35,42.57,9.14,14.29,30.0,1.14,21.39,71.67,47.8,3.81,29.78,18.24,32.16,36.82,42.6,1,The Solid Regs
10301,miketrue241,2114.0,-160.31,81.91,53.85,20.69,8.33,40.63,2.24,34.52,68.84,47.84,7.39,40.54,45.28,36.45,33.65,41.97,3,The Tight Passive
10302,mikev428,18771.0,-27.38,43.41,35.45,8.25,2.25,61.1,0.81,8.51,65.67,44.6,1.08,29.86,20.86,34.7,34.9,53.27,2,The Hyper-aggro Maniacs
10303,mikew1010,2693.0,-59.64,50.38,40.48,4.31,0.0,40.52,0.71,14.36,38.33,44.62,2.35,37.27,53.3,50.0,38.07,45.98,1,The Solid Regs
10304,mikew935,2509.0,-15.89,42.27,26.32,2.46,2.5,74.53,1.92,18.75,60.53,53.89,7.2,45.41,53.01,34.21,26.01,45.74,5,The Moderate Aggressor
10305,mikey10mc,2176.0,-103.18,61.17,46.95,28.92,2.86,44.94,2.71,50.22,68.6,50.3,1.39,43.88,37.96,44.2,32.45,39.22,6,The Big-Betting Fish
10306,mikey2beers,1233.0,-34.79,53.39,27.17,14.55,13.95,26.79,1.96,35.25,59.63,47.13,4.13,48.72,45.28,38.53,36.52,38.46,4,The Loose Aggro Fish
10307,mikeybigb,4054.0,-37.59,42.0,28.18,17.53,5.45,81.3,1.69,10.15,52.97,60.14,2.51,47.21,45.95,44.13,24.45,47.8,2,The Hyper-aggro Maniacs
10308,MikeyC24419,2600.0,8.65,37.73,21.3,8.45,6.67,60.34,0.89,4.76,59.83,56.02,0.35,41.65,62.47,32.17,24.58,50.0,5,The Moderate Aggressor
10310,MikeyDmoney531,4795.0,11.3,59.74,38.89,9.77,12.82,52.94,1.31,7.53,84.91,47.82,5.87,31.79,38.6,25.16,27.98,49.13,5,The Moderate Aggressor
10311,mikeyg327,12222.0,-20.33,38.36,21.17,24.12,6.84,51.75,1.57,2.35,61.59,37.79,6.1,49.08,55.34,25.57,27.33,43.25,2,The Hyper-aggro Maniacs
10312,MikeyHolds'Em69,2442.0,-85.57,68.28,54.17,8.68,1.1,33.94,0.92,30.0,74.17,46.75,0.0,36.95,50.21,38.52,39.98,44.22,6,The Big-Betting Fish
10313,MikeyP463,4766.0,-20.32,39.69,24.03,10.69,3.7,53.65,1.61,15.63,91.67,50.3,2.05,40.36,32.93,33.83,28.37,47.47,5,The Moderate Aggressor
10314,mikeypurple,1298.0,-38.46,46.05,23.2,18.89,9.09,59.15,1.36,3.47,64.1,46.51,4.86,35.31,22.82,28.57,30.84,50.87,2,The Hyper-aggro Maniacs
10316,MikeythaGreek,1882.0,18.04,48.21,36.63,23.32,12.12,70.69,2.39,15.85,46.58,41.35,7.45,30.31,22.84,30.0,33.75,49.08,0,The Loose Passive Fish
10317,MikeytheGreek23,9379.0,-23.97,35.44,18.19,9.32,7.14,68.3,1.44,15.02,56.68,47.77,6.6,25.84,31.29,38.84,35.58,48.66,2,The Hyper-aggro Maniacs
10318,Mikhaelangelo,8573.0,-3.44,33.37,28.55,6.82,6.84,60.09,2.01,14.35,68.57,62.61,1.68,32.35,22.94,28.91,24.82,50.54,0,The Loose Passive Fish
10320,mikie p 1,14001.0,-51.4,78.43,70.85,16.18,5.63,22.84,0.81,11.1,60.52,46.08,2.53,37.15,35.23,29.6,33.18,43.86,1,The Solid Regs
10321,mikiepeaches,1668.0,-34.84,25.96,25.65,2.62,0.0,91.07,0.66,5.88,69.23,45.87,0.0,33.33,29.76,48.53,30.64,56.08,2,The Hyper-aggro Maniacs
10322,mikinater5000,9060.0,-42.24,37.31,23.38,14.28,13.39,63.38,1.29,6.71,67.08,41.98,6.73,33.81,40.72,48.32,35.38,47.95,2,The Hyper-aggro Maniacs
10323,mikulas125,11421.0,-2.49,27.68,13.03,17.77,7.55,82.54,4.86,7.92,89.5,63.25,3.08,43.58,26.95,26.96,24.01,50.98,5,The Moderate Aggressor
10324,mil1375,6946.0,-39.91,60.15,36.82,17.05,3.87,51.9,1.38,9.23,39.94,61.05,1.91,54.34,61.09,20.2,24.27,45.03,4,The Loose Aggro Fish
10325,milesay,19859.0,-37.85,58.92,40.19,11.98,8.11,46.56,2.84,44.54,78.15,62.05,2.06,63.88,60.47,26.85,25.67,38.79,4,The Loose Aggro Fish
10326,MilesBurg,1348.0,-19.55,40.89,23.53,20.95,12.9,76.4,5.49,28.57,69.85,69.23,5.81,42.54,55.48,46.15,29.93,47.1,5,The Moderate Aggressor
10327,MILFWhisper,2423.0,14.56,41.49,26.44,17.03,0.0,53.85,2.29,42.97,69.19,57.61,1.76,49.12,58.33,17.89,22.9,45.13,5,The Moderate Aggressor
10328,MilkyPA,5401.0,-20.69,42.42,34.31,9.43,4.72,65.95,2.26,16.03,75.46,59.84,0.89,36.44,28.19,26.91,27.78,50.55,5,The Moderate Aggressor
10329,milleger43b,1052.0,-6.68,50.24,41.84,9.73,22.22,74.68,1.5,12.99,83.33,54.92,2.0,39.43,31.94,33.85,26.54,56.2,5,The Moderate Aggressor
10330,miller5520,8731.0,-34.19,38.24,23.77,14.33,10.14,48.21,2.08,35.19,45.35,49.34,5.97,30.07,29.05,36.38,36.05,50.76,2,The Hyper-aggro Maniacs
10337,Millz2213,1636.0,11.61,21.77,12.64,6.49,0.0,84.78,0.5,0.0,40.98,52.24,0.94,17.39,21.95,43.24,37.31,69.33,0,The Loose Passive Fish
10338,Milo and Tock,1171.0,-86.81,47.66,10.81,35.99,13.04,40.23,3.14,36.0,62.15,32.69,11.94,44.26,35.71,28.79,33.47,40.0,6,The Big-Betting Fish
10341,MiltonBradley,1231720.0,2.82,25.5,8.47,20.41,7.95,71.53,2.8,4.32,46.85,54.41,8.21,39.12,34.51,30.11,26.35,56.52,0,The Loose Passive Fish
10342,MiltonSTL,1907.0,-26.76,44.32,34.03,8.49,3.57,62.38,1.86,28.99,80.65,44.72,1.43,37.47,38.89,36.07,36.78,46.92,4,The Loose Aggro Fish
10343,MilVetUSMC,1312.0,-6.23,37.59,20.5,5.61,22.22,67.57,1.97,21.18,91.67,63.38,3.03,47.15,53.13,26.32,24.14,57.98,5,The Moderate Aggressor
10345,MinCa$h,8357.0,-18.35,52.54,32.86,23.67,12.64,66.27,2.84,1.76,87.67,57.94,6.05,23.25,31.16,39.28,29.18,52.39,2,The Hyper-aggro Maniacs
10347,mindy18940,2082.0,-28.75,62.98,38.32,25.5,7.25,49.61,2.14,13.37,72.15,50.0,9.28,57.26,74.57,39.52,29.21,42.61,4,The Loose Aggro Fish
10348,minetti3223,19423.0,-31.03,53.1,48.99,24.23,7.58,42.15,0.62,3.47,26.54,51.71,2.2,39.86,35.17,38.58,31.46,52.66,2,The Hyper-aggro Maniacs
10349,minichini7,1078.0,-28.59,44.55,36.84,18.9,8.7,45.0,4.0,42.31,56.73,68.29,1.69,57.27,60.42,23.08,30.14,41.67,4,The Loose Aggro Fish
10351,MinisHandler,1415.0,14.58,25.79,5.18,15.09,0.0,71.19,2.32,7.69,70.24,40.74,8.86,32.37,31.13,38.46,32.21,52.08,0,The Loose Passive Fish
10352,Minlol926,16733.0,-0.64,40.82,31.31,15.02,5.07,51.7,0.87,1.84,60.41,42.86,2.59,25.93,18.93,36.58,35.39,53.8,0,The Loose Passive Fish
10353,MinnesotaMadMan,8896.0,-21.69,25.2,17.83,1.13,7.41,68.7,0.89,2.88,80.0,46.47,2.04,55.36,73.8,30.94,28.08,53.54,5,The Moderate Aggressor
10354,minnowteeth100,2662.0,6.76,38.28,25.09,18.79,5.88,44.29,1.77,15.63,56.84,54.94,5.13,32.87,22.99,43.48,28.94,58.28,0,The Loose Passive Fish
10355,minooka1414us,8995.0,-8.26,30.87,20.16,5.03,15.38,76.58,1.66,5.76,90.76,45.5,8.44,31.9,31.35,28.57,28.7,47.09,5,The Moderate Aggressor
10357,Minotaur423,1704.0,-12.51,22.11,22.22,3.82,0.0,76.84,0.39,0.0,36.84,56.31,5.83,20.97,40.52,57.78,29.88,50.5,0,The Loose Passive Fish
10358,mintberrycrunc,1136.0,17.75,32.44,25.26,10.34,0.0,40.48,2.23,25.58,64.06,56.1,10.13,53.77,60.66,36.84,29.47,39.34,5,The Moderate Aggressor
10359,MinusEVFish83,2896.0,12.41,25.54,9.09,16.81,10.34,68.03,2.04,3.85,73.76,46.08,6.9,47.11,55.05,32.35,25.84,45.34,5,The Moderate Aggressor
10364,miserableRMfan,1734.0,-34.86,52.59,35.59,5.13,12.5,55.56,2.66,36.49,81.25,57.58,6.55,42.86,48.01,46.21,29.28,41.52,4,The Loose Aggro Fish
10365,mishmaila,4641.0,-44.21,36.14,26.64,4.95,10.0,62.0,0.79,12.83,45.16,41.23,5.98,29.76,33.07,48.81,39.24,47.14,2,The Hyper-aggro Maniacs
10366,mishmaster68,1085.0,32.99,51.6,41.58,21.95,18.18,50.0,1.32,8.77,54.81,43.4,6.14,34.03,31.94,38.89,28.86,52.78,0,The Loose Passive Fish
10369,missle1017,24553.0,-5.28,44.34,21.2,12.41,12.0,72.35,1.97,3.89,69.27,36.41,15.68,44.03,39.92,34.98,27.33,46.99,5,The Moderate Aggressor
10370,missy42080,1962.0,-150.36,84.38,72.73,18.72,2.0,33.75,1.86,35.14,73.4,45.67,0.81,50.9,49.17,46.73,30.59,44.13,6,The Big-Betting Fish
10371,missy7277,55564.0,-14.41,48.63,30.82,8.99,8.38,55.99,1.13,7.82,48.17,53.67,4.45,33.09,37.2,23.86,28.71,48.84,2,The Hyper-aggro Maniacs
10372,MistaEarl,38232.0,-21.44,37.6,24.58,9.62,9.39,48.85,1.57,25.08,58.98,43.99,8.4,62.53,58.51,28.79,30.53,42.52,4,The Loose Aggro Fish
10373,mistahmackie1,1272.0,-31.11,74.48,57.24,13.98,7.69,51.04,0.8,8.9,28.28,47.85,5.96,20.08,36.92,41.13,36.14,48.18,2,The Hyper-aggro Maniacs
10376,MisterCat1,2972.0,34.82,53.55,17.62,28.99,2.9,64.33,5.48,25.95,83.12,65.77,2.56,44.61,43.77,16.67,22.28,47.04,5,The Moderate Aggressor
10377,MisterChips99,1531.0,4.03,42.4,36.36,12.73,4.55,51.81,2.04,6.54,74.26,47.77,10.47,39.27,32.83,52.5,30.24,46.56,0,The Loose Passive Fish
10379,MisterJustice,19599.0,-9.05,14.18,5.8,10.35,6.5,76.67,7.1,21.05,94.29,64.67,6.38,43.98,30.68,18.41,21.77,47.72,5,The Moderate Aggressor
10380,mistermalinger,2172.0,-17.12,35.72,19.84,17.64,5.56,79.31,3.13,16.13,48.7,72.27,3.07,38.75,30.59,32.81,22.14,47.68,2,The Hyper-aggro Maniacs
10381,mistermike98,1358.0,-49.61,42.06,28.21,8.95,15.38,56.45,0.89,6.35,30.65,58.4,5.37,23.31,25.95,38.81,29.36,49.38,2,The Hyper-aggro Maniacs
10382,mistermutt,1006.0,-12.75,61.97,43.48,18.04,10.17,35.09,2.43,50.48,66.98,55.41,4.71,64.09,50.48,21.43,27.11,43.5,4,The Loose Aggro Fish
10383,mistersteverz,3836.0,-30.74,46.6,24.52,16.5,9.72,63.64,1.68,3.5,77.27,57.53,5.06,45.35,47.4,43.26,27.68,41.88,2,The Hyper-aggro Maniacs
10384,MisterTeal2,13769.0,4.18,28.54,1.17,25.17,8.82,74.77,3.13,0.98,64.39,46.26,6.7,36.6,50.2,37.75,30.35,52.72,0,The Loose Passive Fish
10385,misterwolf16,1167.0,-32.14,36.74,11.96,5.42,0.0,74.29,3.3,50.0,89.47,58.62,0.0,43.16,36.84,25.0,24.49,55.14,4,The Loose Aggro Fish
10386,Mistfallen89,2828.0,-48.63,43.45,30.61,15.65,11.11,55.33,2.08,2.94,89.1,42.24,8.05,39.81,39.6,40.82,29.97,41.51,1,The Solid Regs
10387,misty806,13757.0,-12.82,30.21,19.52,6.79,1.04,79.84,1.6,7.33,72.59,48.13,1.11,29.85,29.24,29.67,28.84,56.53,0,The Loose Passive Fish
10388,mitch0289,15891.0,-5.85,24.62,16.38,16.28,4.88,58.44,1.31,0.74,69.02,42.01,2.77,34.07,34.18,41.28,30.51,52.28,0,The Loose Passive Fish
10389,mitchark44,1212.0,-8.81,33.42,17.07,21.0,4.76,34.21,2.6,16.44,61.07,59.18,4.6,31.16,39.19,35.71,29.03,48.41,2,The Hyper-aggro Maniacs
10390,Mitchb611991,1619.0,-63.16,30.01,13.57,18.98,0.0,69.77,1.65,0.0,85.06,35.16,10.81,32.76,25.64,34.92,32.69,46.67,1,The Solid Regs
10392,Mitchell957,3504.0,-81.61,40.39,26.05,14.67,1.59,43.79,1.64,19.43,54.55,52.49,3.85,47.36,55.39,36.92,28.52,34.91,1,The Solid Regs
10393,MitchKnows3,1629.0,-57.96,56.06,40.61,14.74,0.0,63.97,1.24,6.96,67.89,36.41,9.78,43.34,59.42,46.0,32.25,38.76,1,The Solid Regs
10394,MitchO_1712,18226.0,-13.45,31.45,13.95,21.03,2.94,67.9,1.3,1.14,60.14,33.8,6.05,38.32,32.91,35.09,30.96,51.76,0,The Loose Passive Fish
10395,mitchp1,1007.0,-29.94,51.38,39.5,9.23,0.0,82.35,2.5,17.12,75.0,70.42,0.0,44.81,44.29,35.14,27.48,47.06,5,The Moderate Aggressor
10397,MitchyJames,10020.0,9.05,31.33,14.46,22.45,9.43,61.66,3.03,2.58,73.4,57.87,5.92,48.04,29.21,34.01,26.46,47.53,0,The Loose Passive Fish
10399,MixedR,2865.0,9.31,24.97,14.11,12.04,4.17,60.94,1.95,0.75,89.1,40.17,7.14,42.6,41.4,35.14,28.15,51.05,5,The Moderate Aggressor
10400,MiyauchiRenge,1417.0,-30.4,33.33,11.39,17.68,0.0,66.67,2.08,15.0,63.85,52.31,3.92,38.16,33.33,40.0,28.05,53.23,2,The Hyper-aggro Maniacs
10402,mizelleason,1783.0,-0.31,37.01,9.45,29.49,16.67,55.0,9.11,18.87,79.41,66.67,20.27,37.19,40.91,37.93,29.25,46.25,5,The Moderate Aggressor
10405,mizzmoney82,5516.0,-34.15,29.69,27.66,4.23,2.86,83.54,1.38,8.06,60.67,44.41,7.46,29.53,21.88,37.7,31.99,49.78,2,The Hyper-aggro Maniacs
10406,mizzo5400,3211.0,-38.1,43.29,34.66,8.47,13.73,51.72,1.12,26.02,53.49,40.41,4.11,28.27,32.62,28.27,34.48,44.28,2,The Hyper-aggro Maniacs
10407,MJayS87,8125.0,-36.0,37.1,22.13,13.0,13.76,63.93,3.29,39.51,70.48,42.48,13.17,49.56,56.85,20.35,25.44,43.28,4,The Loose Aggro Fish
10408,mjbkms,33820.0,2.02,24.32,12.53,11.55,10.47,75.72,1.86,8.59,57.09,58.86,2.38,26.32,26.29,36.36,28.99,57.44,0,The Loose Passive Fish
10410,MJG1ips,1134.0,11.01,23.25,18.46,14.27,14.29,77.59,1.43,0.0,64.71,54.17,7.14,34.69,33.33,20.0,23.56,64.15,0,The Loose Passive Fish
10413,mjgresko,1259.0,-35.44,63.03,41.81,13.32,0.0,59.26,4.13,70.83,94.74,45.19,2.08,53.65,51.39,42.86,27.32,38.66,4,The Loose Aggro Fish
10414,mjk444,29780.0,-17.39,29.39,23.22,14.71,6.16,67.96,1.51,8.68,55.69,47.03,3.22,40.35,26.42,25.4,26.55,53.08,2,The Hyper-aggro Maniacs
10415,mjkuhn916,2030.0,-32.06,39.43,31.68,8.77,4.88,56.67,2.32,30.52,74.44,53.85,0.74,52.68,48.2,47.14,28.28,44.93,4,The Loose Aggro Fish
10416,mjm512,1376.0,-40.15,56.84,29.03,1.7,6.15,54.72,1.55,36.97,80.0,66.67,0.67,44.75,54.87,47.11,30.78,40.23,4,The Loose Aggro Fish
10418,mjones2375,5509.0,1.12,43.12,28.01,3.65,4.0,75.98,2.99,38.71,82.57,60.55,0.73,59.18,64.87,39.39,20.4,50.21,5,The Moderate Aggressor
10419,MJP2332,4345.0,-24.95,24.98,17.16,5.53,3.85,69.46,2.04,1.22,63.06,64.73,5.52,26.87,27.65,28.68,26.92,49.84,2,The Hyper-aggro Maniacs
10420,mjpinpa,4441.0,-47.04,47.84,32.3,15.12,7.89,59.6,1.57,3.76,73.64,53.58,1.73,42.6,39.94,34.33,30.48,46.99,1,The Solid Regs
10421,mjr2023,24402.0,-15.25,49.57,24.64,16.37,4.66,63.98,1.35,15.78,43.83,50.67,1.96,30.43,22.39,35.77,29.82,51.33,2,The Hyper-aggro Maniacs
10422,MJrips1,14406.0,19.82,31.61,11.97,13.04,5.13,61.13,0.96,4.89,71.41,42.28,1.05,39.0,33.54,37.5,33.09,54.04,0,The Loose Passive Fish
10423,mjrock26,1681.0,-53.21,61.24,43.1,8.22,8.57,55.17,0.94,13.07,59.0,71.22,3.98,21.15,28.64,30.22,36.49,56.93,1,The Solid Regs
10424,mjrrush13,1127.0,-1.35,46.72,31.21,3.66,0.0,83.33,1.19,1.35,88.0,40.68,0.92,53.7,57.14,42.59,28.69,47.76,5,The Moderate Aggressor
10426,Mjthegoat457,28289.0,6.97,22.14,2.27,18.59,10.85,81.08,2.79,3.71,44.55,62.22,2.72,24.98,27.27,31.22,28.21,61.56,0,The Loose Passive Fish
10427,Mjw30iam,5970.0,-11.86,35.82,20.39,6.31,26.83,66.16,1.9,17.59,82.07,42.07,7.71,34.59,55.73,27.49,30.13,42.3,5,The Moderate Aggressor
10428,MJY111718,3180.0,-56.89,72.16,49.58,32.37,5.0,56.71,2.19,13.98,67.07,47.33,6.69,41.29,37.14,32.0,26.33,42.64,1,The Solid Regs
10429,MJY3434,1215.0,50.71,33.87,20.72,11.19,3.13,56.82,2.9,28.21,83.56,56.34,11.58,46.7,36.84,56.25,31.63,54.93,5,The Moderate Aggressor
10430,Mk6GLi2012,11174.0,-29.77,38.18,29.7,3.9,21.25,68.53,1.03,12.36,59.43,45.52,5.0,26.83,23.56,34.18,38.7,51.2,2,The Hyper-aggro Maniacs
10431,mka096,7108.0,-59.65,69.75,44.98,28.45,7.66,49.46,2.12,29.74,61.26,52.35,4.57,56.1,57.23,29.88,29.48,40.59,4,The Loose Aggro Fish
10432,Mkaizer007,3827.0,-14.29,36.02,29.71,10.54,8.33,62.07,1.3,5.29,64.36,39.93,5.96,33.64,35.42,31.48,31.16,41.75,2,The Hyper-aggro Maniacs
10438,mkeuler960,1834.0,-20.87,27.02,14.1,12.02,3.85,58.21,2.81,50.56,69.17,56.6,4.17,53.65,41.67,46.38,30.74,44.94,4,The Loose Aggro Fish
10440,mkhjr84,1438.0,-46.91,52.66,33.33,8.03,3.03,71.43,1.28,24.05,56.92,49.7,0.57,43.26,46.79,42.16,32.04,45.26,1,The Solid Regs
10442,mkohutIII,3081.0,-104.03,82.64,75.85,3.76,0.0,36.57,0.59,7.63,48.94,51.43,0.65,33.7,36.0,40.59,31.5,42.86,6,The Big-Betting Fish
10443,mkopps1971,7524.0,-49.83,67.48,44.72,19.81,1.73,44.24,1.16,11.24,41.21,46.34,2.54,34.73,38.77,27.49,31.61,51.52,1,The Solid Regs
10444,mkrenke82,3249.0,-36.34,47.1,31.11,8.71,3.7,57.14,1.56,4.78,76.52,44.39,6.69,35.05,18.55,43.75,36.44,50.77,2,The Hyper-aggro Maniacs
10445,mks1011,10068.0,4.8,22.54,2.7,15.6,6.52,72.28,2.25,1.88,73.93,54.89,3.75,35.33,30.0,32.87,28.93,53.85,0,The Loose Passive Fish
10447,mlacplaying67,29189.0,7.61,30.76,12.15,12.9,3.97,72.45,1.18,0.44,58.43,63.25,2.59,31.52,20.32,31.71,29.29,56.63,0,The Loose Passive Fish
10448,mlavan,3481.0,-43.22,51.06,35.37,3.13,3.08,81.22,1.84,25.9,64.0,52.63,3.5,53.12,55.85,25.52,22.72,42.7,4,The Loose Aggro Fish
10450,mlljpart,4504.0,0.21,38.67,26.94,1.85,2.13,66.22,0.96,7.97,47.17,60.33,2.44,28.5,31.91,30.94,28.19,60.3,0,The Loose Passive Fish
10454,mlodiusthunk,32917.0,5.64,20.17,11.92,14.39,4.28,65.28,1.83,1.54,53.01,58.78,3.28,32.06,21.99,36.58,26.85,58.48,0,The Loose Passive Fish
10456,mls000,2281.0,-108.59,60.09,36.71,10.37,8.99,46.36,2.75,36.44,92.19,44.19,1.6,74.62,76.63,45.95,31.11,35.67,6,The Big-Betting Fish
