,player,hands,bb_100,vpip,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
14047,SingaporeSean,5873.0,4.55,21.58,14.03,2.22,70.5,2.07,7.43,60.57,58.2,3.07,38.2,32.39,26.95,24.57,50.51,0,Balanced Semi-Loose Players
14049,SinisterSloth72,1708.0,-45.93,53.95,6.94,0.0,67.86,0.85,3.45,91.67,42.86,0.0,34.31,27.93,28.35,30.74,50.92,1,Loose Passive Callers
14051,SIOChungboul,6174.0,-7.68,41.11,19.48,8.99,53.05,1.45,0.22,69.85,45.68,4.5,30.6,29.75,43.04,30.82,50.58,0,Balanced Semi-Loose Players
14052,Siper99,19871.0,-26.4,37.4,20.95,17.42,61.42,1.9,11.38,53.49,39.5,10.22,39.62,44.52,34.83,32.81,48.11,2,Semi-Loose Neutral Players
14053,sipesville21,1152.0,-15.78,43.36,13.02,27.27,48.89,4.15,44.74,73.56,60.0,4.0,56.28,50.64,31.03,33.13,44.31,4,Overly Aggressive Semi-Loose Players
14054,sir endrnvr,3080.0,8.3,54.91,12.6,7.5,43.7,1.19,1.18,74.06,53.42,5.9,55.08,39.82,21.95,26.51,50.52,5,Tight Passive Rocks
14055,Sir Hanz Hummer,1021052.0,3.82,21.44,17.98,8.6,70.66,4.25,3.66,77.12,52.35,6.63,38.27,23.62,30.32,26.9,56.23,0,Balanced Semi-Loose Players
14058,Sir_Ender_41,1179.0,11.05,38.39,3.99,13.04,64.58,1.45,20.43,81.48,49.0,0.0,37.85,32.1,31.48,28.54,42.76,5,Tight Passive Rocks
14059,Sir_Jefferson88,1603.0,7.39,61.27,24.95,12.24,37.31,1.86,14.21,56.77,47.97,7.14,35.18,36.18,27.52,31.36,45.45,5,Tight Passive Rocks
14060,sirbaka529,1566.0,-3.32,31.29,17.11,0.0,74.0,2.08,0.87,69.05,48.42,6.73,27.44,33.06,30.19,26.45,46.67,0,Balanced Semi-Loose Players
14061,SirEtatsNnep,1470.0,-28.85,31.27,13.23,29.41,66.67,2.51,11.11,71.84,55.56,5.15,40.89,38.04,46.15,30.72,42.76,2,Semi-Loose Neutral Players
14063,SiriusSnuffles,185201.0,-3.85,25.32,18.09,14.68,67.0,2.31,7.74,51.76,50.67,7.38,26.52,27.11,21.25,28.57,54.75,0,Balanced Semi-Loose Players
14064,sirkingdizzle,12508.0,-18.56,41.02,17.95,5.38,40.11,1.36,20.13,38.01,61.13,1.69,35.26,39.54,41.54,31.06,47.53,2,Semi-Loose Neutral Players
14065,SirSavien7,8174.0,15.7,30.49,15.32,15.69,45.96,1.39,1.53,72.94,48.37,3.26,28.46,23.48,41.8,32.99,54.55,0,Balanced Semi-Loose Players
14066,sirsed33,1191.0,-69.82,49.1,13.09,12.2,40.43,1.93,29.13,77.67,56.38,0.8,46.41,34.92,27.66,26.38,46.63,1,Loose Passive Callers
14067,sirshayne,1162.0,-44.88,58.76,8.78,0.0,58.18,2.64,43.56,77.59,54.78,2.13,46.23,44.17,37.65,25.94,39.88,4,Overly Aggressive Semi-Loose Players
14068,sirsmokesalottt,2903.0,-66.26,70.65,17.09,5.8,27.6,1.77,31.54,74.83,51.98,2.41,46.21,48.52,36.15,33.5,40.82,1,Loose Passive Callers
14069,SirToonces,5931.0,17.55,25.35,14.14,12.9,71.69,1.77,2.67,57.26,46.03,6.21,38.64,27.77,48.85,32.21,50.22,0,Balanced Semi-Loose Players
14070,SirTravis5,1052.0,-14.53,49.9,6.82,0.0,75.0,0.78,3.23,25.64,44.55,4.14,42.07,24.59,31.08,29.58,48.98,2,Semi-Loose Neutral Players
14073,SisterSlayer,4061.0,-57.8,65.01,12.15,2.17,36.32,1.86,34.07,49.17,58.44,5.5,44.82,38.79,31.75,27.43,41.13,1,Loose Passive Callers
14074,Sith_Gamer66,1004.0,-26.0,49.95,2.23,13.04,61.29,0.45,0.92,91.67,64.52,0.0,11.69,20.96,46.74,32.01,47.46,2,Semi-Loose Neutral Players
14075,SitNduKK,12232.0,10.39,26.18,15.14,7.87,74.21,2.18,5.18,59.73,54.52,4.04,31.54,28.73,35.04,26.12,58.14,0,Balanced Semi-Loose Players
14077,sittingduck357,1286.0,-113.92,66.09,23.37,0.0,39.29,1.47,10.3,71.33,30.72,8.54,48.6,59.49,24.79,36.36,50.0,6,Loose Aggro Fish
14078,sivakings,1205.0,-66.74,48.56,18.21,8.0,62.32,1.63,7.26,80.0,43.75,1.54,40.0,42.08,49.33,31.12,39.34,1,Loose Passive Callers
14079,Sivey45,2798.0,-9.64,42.37,7.93,8.33,65.19,1.09,20.79,51.95,41.1,5.23,36.82,39.22,32.17,31.77,51.14,2,Semi-Loose Neutral Players
14080,SivrajMit,2961.0,-26.31,38.26,15.88,6.98,54.5,1.21,11.94,53.62,50.43,3.25,30.39,51.64,34.21,31.99,49.84,2,Semi-Loose Neutral Players
14081,six3spade,1915.0,-31.87,56.55,19.51,0.0,51.91,0.97,3.13,38.95,41.0,11.07,28.17,28.8,33.33,35.63,49.85,2,Semi-Loose Neutral Players
14082,sixer0606422,1170.0,-58.84,53.15,12.18,8.33,52.46,0.88,5.7,64.91,47.83,6.38,23.18,29.81,33.67,33.7,47.31,1,Loose Passive Callers
14083,Sixers57,1261.0,-96.87,70.19,10.92,4.88,40.91,1.45,25.99,65.48,50.3,9.66,46.56,52.46,25.0,28.85,43.37,6,Loose Aggro Fish
14084,Sixers614,33584.0,3.35,26.82,5.99,4.44,66.73,1.02,6.01,65.89,48.17,1.0,31.21,35.81,36.76,30.13,54.75,0,Balanced Semi-Loose Players
14085,SixersGuy22,4639.0,-20.53,55.14,6.3,8.33,59.88,2.67,34.74,89.87,60.5,4.16,43.97,40.38,24.17,24.57,43.35,4,Overly Aggressive Semi-Loose Players
14087,sixpointfivepa,1506.0,-20.27,48.44,10.52,13.64,70.97,3.76,17.62,72.29,52.08,14.06,52.12,34.04,34.43,23.83,33.99,5,Tight Passive Rocks
14088,SIXTONBUDGIE,1620.0,19.23,31.12,17.96,9.52,50.88,3.47,7.02,80.41,57.35,7.62,56.03,40.82,28.33,23.87,56.56,5,Tight Passive Rocks
14089,sixxgunner81,13739.0,-17.05,37.72,18.8,6.87,52.59,1.81,24.71,47.33,48.97,7.16,25.55,25.7,24.9,31.18,53.52,2,Semi-Loose Neutral Players
14091,sjaegwr,2744.0,-151.79,70.3,23.4,5.61,35.11,2.02,38.59,58.01,48.34,5.76,40.7,48.61,34.21,32.63,41.64,6,Loose Aggro Fish
14093,Sjeakyjoint,7876.0,-76.2,86.81,29.84,4.3,31.96,1.99,29.69,47.48,58.78,3.15,53.6,59.24,20.96,24.21,32.62,6,Loose Aggro Fish
14096,sjkid07,35110.0,-18.74,49.62,4.31,6.82,83.98,1.97,9.15,73.48,52.95,3.73,46.61,46.86,31.14,22.95,47.45,5,Tight Passive Rocks
14097,sjuhawks0414,2145.0,14.11,26.32,13.23,11.11,56.93,1.98,0.66,56.39,63.57,4.44,17.67,15.89,36.76,28.99,62.86,0,Balanced Semi-Loose Players
14098,sjwickett,4526.0,-11.69,41.84,24.51,12.5,43.49,2.03,16.67,61.01,58.22,5.74,43.05,53.23,38.46,29.85,43.67,5,Tight Passive Rocks
14099,SK13~23,33548.0,4.67,21.91,17.23,11.72,65.13,1.17,0.75,35.81,41.85,4.0,46.26,39.86,40.08,29.3,53.09,0,Balanced Semi-Loose Players
14101,sk8899,1024.0,-39.54,41.53,23.79,23.08,67.61,1.95,5.33,54.95,46.15,7.69,47.98,54.89,35.0,32.06,47.71,2,Semi-Loose Neutral Players
14102,SkaffenAmtiskaw,4634.0,-22.88,39.2,8.58,2.22,65.55,0.69,2.73,44.04,51.54,4.24,18.22,23.23,31.4,31.86,58.16,2,Semi-Loose Neutral Players
14104,Skankhunt724,8942.0,-11.36,39.5,10.82,5.19,61.9,1.65,13.92,78.38,56.18,0.83,38.02,35.12,28.63,26.48,45.37,5,Tight Passive Rocks
14105,skanney05,30342.0,1.05,34.5,14.66,9.11,58.16,1.69,4.6,72.09,49.12,4.01,42.79,23.07,34.73,32.49,52.65,0,Balanced Semi-Loose Players
14107,skeet717,1284.0,-97.86,66.51,15.13,11.54,26.19,2.5,54.17,79.34,56.13,14.29,53.09,55.93,37.36,36.18,42.72,6,Loose Aggro Fish
14109,Skelaxed,1221.0,-13.82,30.89,11.82,22.22,46.55,1.36,3.33,74.65,59.3,5.43,47.29,58.91,21.43,23.65,47.83,5,Tight Passive Rocks
14110,Skeptic2718,1039.0,56.04,26.62,18.88,12.5,48.98,1.82,0.0,58.49,45.45,10.11,38.62,32.35,30.77,30.66,53.41,0,Balanced Semi-Loose Players
14112,skewbb,2956.0,-0.4,30.77,17.26,9.52,57.41,3.6,44.44,76.7,59.46,9.35,65.47,52.46,39.83,28.19,50.72,5,Tight Passive Rocks
14113,Ski Mouse 6,309208.0,-7.3,24.04,11.78,13.51,61.87,1.52,18.16,52.68,55.72,1.61,36.9,32.23,31.4,30.82,54.81,0,Balanced Semi-Loose Players
14114,SkiBeach,4605.0,2.17,26.9,4.92,4.55,83.96,2.13,19.55,64.49,49.41,5.08,43.11,35.85,34.4,27.33,54.04,0,Balanced Semi-Loose Players
14115,SkidLick,4475.0,-68.9,34.41,8.02,16.67,51.76,1.84,25.37,67.43,56.75,2.39,45.56,40.16,39.02,28.97,47.25,1,Loose Passive Callers
14116,Skii610,6892.0,-36.78,59.11,3.8,1.49,56.79,0.77,12.59,51.32,56.11,0.66,30.0,44.51,31.23,29.8,47.85,2,Semi-Loose Neutral Players
14117,skinnypapi,16802.0,-11.38,31.73,7.85,2.94,70.43,0.98,6.53,63.67,46.47,4.7,37.84,40.56,25.9,26.04,47.84,0,Balanced Semi-Loose Players
14118,Skinsfan1396,1566.0,9.83,37.35,9.33,9.09,38.46,1.17,0.0,77.17,47.83,4.27,27.45,23.19,36.78,32.47,50.75,0,Balanced Semi-Loose Players
14119,skipmac727,1509.0,-37.55,49.16,12.15,9.09,44.23,1.9,25.14,83.72,44.44,4.79,40.64,26.51,33.33,30.27,43.3,4,Overly Aggressive Semi-Loose Players
14120,skipperdipper,8358.0,-20.28,39.82,5.87,11.04,57.03,1.7,25.33,63.12,47.37,2.47,35.59,42.94,47.1,33.14,48.63,2,Semi-Loose Neutral Players
14121,skiptomydrew,8358.0,-7.03,55.63,32.95,9.01,41.07,1.66,1.22,71.32,42.13,5.95,40.58,33.13,41.99,31.77,51.07,2,Semi-Loose Neutral Players
14123,skittlez932019,1010.0,-50.67,42.17,11.87,0.0,62.26,2.35,26.19,66.67,53.85,5.95,49.54,40.88,34.09,30.31,39.32,4,Overly Aggressive Semi-Loose Players
14124,skkipZeez,2816.0,-84.96,49.96,20.79,7.5,51.46,2.64,24.42,57.32,64.29,3.11,40.66,47.51,31.1,28.98,37.2,6,Loose Aggro Fish
14125,Skoal015,5577.0,-13.13,40.0,5.69,15.09,57.61,0.88,2.17,56.16,46.71,2.45,25.07,20.67,40.06,31.33,52.17,2,Semi-Loose Neutral Players
14126,skoalguy3,6027.0,14.53,24.18,15.94,9.09,58.49,1.1,1.08,48.59,49.24,1.87,16.46,21.47,35.74,33.22,53.91,0,Balanced Semi-Loose Players
14127,Skooterslim,3115.0,-31.76,64.23,23.18,12.15,26.32,2.6,33.81,64.2,64.29,1.88,42.79,37.24,26.21,30.64,45.14,4,Overly Aggressive Semi-Loose Players
14128,skothicus,38766.0,-20.42,37.73,17.55,6.01,56.35,2.93,25.39,76.71,57.87,2.83,40.37,51.95,35.03,24.61,44.29,5,Tight Passive Rocks
14130,SKretsch18,2392.0,5.55,44.77,16.2,15.79,54.55,1.93,19.65,67.63,52.33,2.74,53.62,59.87,34.62,26.48,42.49,5,Tight Passive Rocks
14132,SkrimpFriedRice,3395.0,-65.04,46.79,11.8,11.63,58.77,1.6,24.72,61.42,32.52,5.24,50.61,61.22,38.46,28.15,34.86,1,Loose Passive Callers
14133,skullusaf04,4936.0,-106.93,57.63,22.12,3.38,32.08,2.23,42.46,63.59,53.28,3.55,50.51,42.29,34.38,31.18,38.66,6,Loose Aggro Fish
14134,skulzzzzzz,1521.0,-47.76,58.76,12.18,0.0,59.26,0.86,11.15,54.26,46.94,1.42,32.81,49.14,45.45,30.17,51.84,1,Loose Passive Callers
14135,skunk1953,5850.0,-25.62,41.42,7.87,3.8,65.6,1.77,11.97,91.19,46.11,6.9,43.98,34.49,40.78,32.25,42.54,5,Tight Passive Rocks
14136,skutty250,164647.0,12.3,27.15,6.5,8.29,70.34,2.05,8.2,62.01,68.09,2.92,28.65,26.71,26.6,26.96,58.05,0,Balanced Semi-Loose Players
14138,Sky2020222,5223.0,-22.24,29.63,10.81,6.67,74.46,2.02,7.37,71.67,49.53,6.73,30.24,22.76,27.59,27.16,48.35,2,Semi-Loose Neutral Players
14139,Skyebaby69,1201.0,-68.21,72.1,1.77,4.0,35.29,0.65,14.84,80.0,56.85,0.0,32.39,46.89,34.04,31.24,44.01,1,Loose Passive Callers
14141,skyler.blumer,262196.0,0.84,19.21,17.62,13.24,79.77,3.15,0.45,41.91,58.55,8.95,28.83,28.73,33.42,28.33,60.94,0,Balanced Semi-Loose Players
14144,sladeO69,2061.0,-53.45,72.45,21.09,5.51,24.66,2.57,51.36,61.92,53.14,7.07,70.16,85.99,22.73,22.35,30.43,4,Overly Aggressive Semi-Loose Players
14145,SlamBoi,1863.0,39.27,28.38,10.97,19.35,56.25,2.03,29.79,57.39,62.35,1.96,40.07,33.52,25.68,25.5,54.9,0,Balanced Semi-Loose Players
14146,Slamdk2020,9024.0,-23.95,30.77,21.5,1.12,57.44,1.98,8.41,56.95,46.55,5.53,32.69,32.36,40.51,29.35,49.32,2,Semi-Loose Neutral Players
14147,slamdunkand1,9908.0,-39.75,57.64,3.88,7.02,64.59,0.76,22.17,85.31,56.02,1.92,26.26,26.4,40.35,41.32,52.9,2,Semi-Loose Neutral Players
14148,slamins_2020,1216.0,-77.23,60.75,10.64,3.85,50.0,1.4,32.62,82.26,56.45,1.47,40.2,34.04,49.57,38.72,37.37,1,Loose Passive Callers
14152,Slappy2369,4883.0,-152.65,68.78,1.19,3.46,35.78,1.11,42.74,71.88,39.83,0.64,48.11,58.36,39.4,36.41,34.95,6,Loose Aggro Fish
14153,Slatch275,2819.0,-19.5,41.49,1.77,5.88,80.82,2.88,35.55,89.47,64.5,2.12,53.98,38.6,38.41,22.4,50.17,5,Tight Passive Rocks
14154,slaton125,3944.0,-26.19,84.28,33.65,2.9,57.79,1.46,6.02,60.74,52.51,0.92,40.5,40.21,29.32,30.2,47.62,2,Semi-Loose Neutral Players
14156,Slavik1234567,4498.0,-16.27,52.44,15.8,4.35,66.91,2.02,17.68,51.68,47.98,6.04,37.01,44.07,16.84,30.89,45.52,2,Semi-Loose Neutral Players
14157,SlavLord1,10770.0,10.25,30.31,19.41,6.38,59.39,2.09,2.66,67.98,49.12,5.81,34.08,41.87,39.08,30.71,52.92,0,Balanced Semi-Loose Players
14158,Slaydit,3152.0,-28.57,38.37,10.9,10.99,47.0,2.14,41.55,71.43,59.38,1.5,52.54,44.91,30.63,25.28,42.18,4,Overly Aggressive Semi-Loose Players
14159,slayerpoon41,1481.0,25.77,44.73,29.1,14.29,64.06,2.17,5.15,73.84,38.18,4.49,54.72,40.61,51.67,32.3,52.05,0,Balanced Semi-Loose Players
14160,slb159pa,1675.0,-68.9,43.6,26.12,19.05,49.56,1.62,9.38,54.13,26.87,13.51,55.84,73.66,28.57,26.96,43.03,1,Loose Passive Callers
14162,SLDGLDancer,10025.0,-17.23,39.59,8.53,2.86,69.0,0.89,0.99,56.27,50.47,0.86,22.88,18.18,37.85,32.82,53.19,2,Semi-Loose Neutral Players
14163,SleepiGenghis,3839.0,-8.63,40.08,14.68,4.26,68.99,1.25,7.06,70.7,49.34,4.47,34.15,33.12,34.62,28.87,42.32,5,Tight Passive Rocks
14164,sleepynicoc,1867.0,-7.1,50.78,33.04,20.0,67.69,5.04,47.37,59.81,59.34,4.3,59.63,68.79,43.08,21.45,38.41,4,Overly Aggressive Semi-Loose Players
14165,sleew23,26728.0,-10.23,27.52,17.64,10.44,66.22,1.5,7.09,69.25,31.04,5.64,47.03,56.03,30.2,28.9,44.09,5,Tight Passive Rocks
14166,slepdog15,2111.0,-50.95,38.39,14.06,0.0,51.49,1.87,9.34,62.25,64.71,0.56,37.3,22.22,29.0,28.34,54.26,1,Loose Passive Callers
14167,Slevidge,115095.0,2.29,27.59,17.61,9.6,58.22,1.09,1.52,48.67,39.76,7.53,32.21,30.7,41.17,35.74,51.35,0,Balanced Semi-Loose Players
14169,slevin1234567,4623.0,-6.88,40.0,11.37,6.56,79.53,4.52,40.06,78.23,62.93,3.45,58.4,56.09,28.48,19.29,46.75,5,Tight Passive Rocks
14170,slevy12,1365.0,95.93,36.3,23.94,11.11,52.63,0.9,0.0,54.95,30.61,9.78,27.81,29.01,34.78,36.58,55.96,0,Balanced Semi-Loose Players
14171,slhahn,7618.0,-31.01,28.83,4.61,9.62,51.85,2.03,41.12,76.44,61.93,1.52,49.36,53.14,36.59,32.02,48.06,4,Overly Aggressive Semi-Loose Players
14173,slick0030,3137.0,-46.31,66.89,4.24,2.83,54.74,1.14,25.06,76.83,53.52,1.53,52.36,49.31,22.35,30.62,42.88,4,Overly Aggressive Semi-Loose Players
14176,SLICK920jr,14266.0,-32.64,40.33,17.8,9.77,51.84,1.32,5.19,49.35,38.21,7.8,45.23,42.02,38.97,35.31,46.02,2,Semi-Loose Neutral Players
14178,SlickCalf,44314.0,4.85,34.06,21.08,8.87,63.13,1.66,0.62,57.74,48.87,5.04,29.22,29.63,32.36,29.03,54.65,0,Balanced Semi-Loose Players
14179,Slickdageneral,12062.0,-52.28,52.78,13.58,6.64,49.41,1.36,26.27,72.79,44.18,0.59,40.19,30.63,27.82,33.01,45.11,1,Loose Passive Callers
14183,SlickNickSP,1104.0,-4.91,38.84,7.2,12.5,61.11,1.56,11.39,67.44,47.37,2.27,21.39,20.33,55.0,34.46,55.94,0,Balanced Semi-Loose Players
14184,slickrickGTM,4494.0,-64.22,42.05,21.79,17.14,29.38,1.62,11.07,66.85,46.81,4.16,31.71,32.21,48.3,36.27,46.96,1,Loose Passive Callers
14186,slickster710,2482.0,-7.61,32.43,14.46,8.82,57.55,1.92,3.45,80.73,48.09,10.4,42.43,48.5,25.22,27.78,52.0,5,Tight Passive Rocks
14188,slightedge79,2361.0,5.2,34.04,15.83,23.53,53.51,1.97,7.81,54.14,40.78,19.73,46.86,28.17,43.75,35.58,46.64,0,Balanced Semi-Loose Players
14191,slim7hunnit,4689.0,-43.75,49.22,15.78,6.45,42.46,3.07,30.49,64.14,65.42,8.0,51.52,34.81,29.27,25.99,42.68,4,Overly Aggressive Semi-Loose Players
14192,Slim_Pikinz420,9032.0,-25.54,30.56,23.63,22.61,52.71,2.99,24.41,63.1,60.37,2.91,39.53,40.72,41.4,33.96,46.63,2,Semi-Loose Neutral Players
14194,slimfats12,31558.0,0.66,41.32,22.15,13.27,53.37,2.18,7.61,66.05,41.81,10.94,38.38,36.83,32.54,30.86,48.95,0,Balanced Semi-Loose Players
14196,Slimjim2418,5192.0,-33.45,48.98,17.49,7.94,56.68,1.31,3.6,69.27,40.43,4.8,43.62,36.52,29.23,32.66,44.85,2,Semi-Loose Neutral Players
14197,slimmy99,5706.0,-51.91,44.23,16.83,21.6,44.27,3.37,24.43,75.91,47.59,12.5,60.73,63.84,23.67,28.28,38.32,4,Overly Aggressive Semi-Loose Players
14198,Slimpicke788,6569.0,-15.0,40.16,5.38,7.14,70.74,1.08,2.14,83.16,45.37,2.49,38.9,37.21,31.49,30.05,46.22,5,Tight Passive Rocks
14199,SlimThick78,9671.0,-1.35,41.77,4.81,4.14,67.84,0.67,7.02,40.57,54.59,1.49,21.96,23.56,29.46,31.32,60.26,0,Balanced Semi-Loose Players
14201,slimwoody,30985.0,-11.22,23.59,15.64,9.27,55.0,2.0,10.05,72.93,44.44,3.68,36.11,29.91,31.19,28.81,54.17,0,Balanced Semi-Loose Players
14202,Slinky762,39524.0,-15.86,36.34,5.39,4.95,55.19,0.45,1.8,37.68,45.57,5.39,13.1,27.26,38.92,38.72,56.55,2,Semi-Loose Neutral Players
14203,slipkid7,2454.0,-104.95,42.58,18.02,13.46,55.1,1.71,16.43,57.47,42.86,7.91,45.08,49.54,26.28,30.31,42.3,6,Loose Aggro Fish
14204,Slippery Kitty,17538.0,6.56,31.3,7.03,9.45,61.8,1.33,6.18,69.23,50.19,0.99,37.93,38.14,26.21,27.13,51.64,0,Balanced Semi-Loose Players
14205,slipperynic,7912.0,3.79,24.85,15.83,14.06,62.35,1.61,4.74,56.63,45.32,4.87,36.03,32.86,26.67,28.14,54.75,0,Balanced Semi-Loose Players
14206,sliva47,2402.0,-96.59,63.16,10.67,10.77,51.85,0.86,26.88,28.0,57.74,3.33,21.78,31.11,39.06,37.22,44.68,6,Loose Aggro Fish
14207,slizzic0121,9986.0,-33.33,40.25,9.42,12.71,44.8,0.88,1.2,66.1,37.37,5.8,27.57,15.66,40.26,38.01,48.36,2,Semi-Loose Neutral Players
14209,Slob6903,2915.0,-0.57,47.99,27.88,5.66,47.95,1.69,25.53,60.87,37.76,1.8,40.7,32.51,31.25,31.15,42.82,5,Tight Passive Rocks
14212,Sloewhand,61417.0,-3.12,25.98,14.84,13.32,56.45,0.95,8.3,38.02,50.72,2.95,21.75,26.87,31.52,34.16,54.72,0,Balanced Semi-Loose Players
14214,sloperate,58013.0,-1.89,30.01,3.4,8.88,84.77,2.55,19.87,74.34,65.15,2.77,31.11,32.58,33.13,27.58,54.98,5,Tight Passive Rocks
14215,SlopoyBj,1169.0,-0.41,47.63,24.47,0.0,27.12,3.82,33.94,78.17,53.01,2.47,39.91,64.18,36.36,26.76,43.07,5,Tight Passive Rocks
14217,SlowBurn60,12653.0,-53.1,66.18,14.48,6.97,50.5,1.4,24.78,51.65,38.12,6.82,28.97,28.6,34.47,35.7,41.5,1,Loose Passive Callers
14218,SlowFish412,39963.0,3.79,39.33,5.44,2.36,62.26,0.59,0.7,68.87,41.31,1.91,30.32,34.89,44.54,30.66,51.08,0,Balanced Semi-Loose Players
14221,SlowwwRoll,3534.0,1.99,32.75,28.93,14.29,73.4,3.18,3.16,42.77,54.65,10.63,39.43,35.27,40.35,27.96,58.92,0,Balanced Semi-Loose Players
14222,slpk7891,1139.0,-84.97,54.21,19.37,17.65,60.32,1.22,11.46,55.29,37.5,4.96,44.14,51.4,44.19,37.25,42.63,1,Loose Passive Callers
14224,slsylva,1827.0,16.48,45.45,13.47,0.0,52.27,3.47,44.59,67.63,64.86,4.17,52.38,60.49,34.88,23.44,41.67,5,Tight Passive Rocks
14225,SluckinFut,2651.0,-210.84,80.49,17.26,13.33,30.69,2.37,44.98,81.46,33.68,5.1,76.45,81.22,30.69,32.58,33.53,3,Hyper-LAG Maniacs
14226,slug1111,114085.0,0.2,21.86,19.55,10.68,73.32,3.95,6.3,58.78,58.15,1.99,31.52,26.21,28.83,28.27,56.4,0,Balanced Semi-Loose Players
14227,sluggafkd215,1213.0,-70.01,58.38,9.11,17.65,66.67,1.45,26.47,51.92,62.38,7.63,19.19,38.71,36.46,35.89,38.08,1,Loose Passive Callers
14228,Sluke013,1996.0,46.24,29.94,18.89,8.7,48.84,1.75,7.48,71.43,41.38,3.76,28.66,30.65,29.27,29.9,49.44,0,Balanced Semi-Loose Players
14229,slungle,3831.0,-76.48,64.53,17.52,10.14,40.81,1.47,14.2,56.95,58.41,3.07,26.5,30.37,23.29,29.36,44.65,1,Loose Passive Callers
14230,SlurpMyClok,15506.0,-6.89,30.4,23.12,15.53,67.26,2.21,4.46,57.69,33.22,12.95,39.28,39.12,40.84,32.78,47.3,0,Balanced Semi-Loose Players
14231,Sly Camel 8690,1386.0,-153.57,62.1,40.88,17.86,32.61,4.17,14.73,71.68,53.27,12.9,43.64,38.04,13.33,29.16,36.79,6,Loose Aggro Fish
14232,Sly Camel 9086,8228.0,3.04,32.17,10.67,6.86,44.09,1.11,11.14,58.39,44.81,4.21,29.35,24.86,30.15,33.96,53.32,0,Balanced Semi-Loose Players
14235,slyone2one,4214.0,-63.12,41.18,9.92,8.06,33.99,0.88,1.34,66.67,42.28,5.39,29.05,14.05,41.96,40.46,45.5,1,Loose Passive Callers
14236,slyons200359,6997.0,-52.03,60.25,10.23,15.6,41.51,1.15,13.32,51.05,39.34,8.08,34.44,36.88,33.23,33.93,43.73,1,Loose Passive Callers
14237,sm4099,1110.0,9.73,45.93,20.22,10.0,58.18,1.54,6.12,58.18,44.0,7.07,50.2,45.57,50.0,33.19,41.06,0,Balanced Semi-Loose Players
14238,Smack17841,1428.0,-103.66,62.81,14.47,7.5,43.75,1.25,10.43,61.79,43.96,1.01,36.14,36.92,33.58,34.02,44.26,6,Loose Aggro Fish
14239,smackdatace77,1729.0,-3.81,26.02,11.33,13.33,51.52,1.37,14.44,59.41,37.29,7.14,27.98,35.67,51.32,35.01,53.29,0,Balanced Semi-Loose Players
14240,smadig007,1892.0,-14.93,24.83,11.47,8.7,70.37,1.89,1.79,61.34,58.82,2.13,29.37,17.18,44.66,27.24,52.53,0,Balanced Semi-Loose Players
14241,Smallblind1987,2736.0,-20.94,47.55,10.91,7.69,64.08,1.72,16.67,48.19,49.14,9.56,52.78,64.92,27.64,25.19,39.58,4,Overly Aggressive Semi-Loose Players
14242,SmallDBigNegs,2217.0,-1.01,45.13,25.42,8.33,34.62,1.64,4.76,52.7,49.67,11.57,42.28,40.45,36.05,34.41,53.69,0,Balanced Semi-Loose Players
14243,SmallDog91,3582.0,-17.48,34.67,20.77,0.0,39.35,1.97,17.41,63.25,60.92,3.48,38.06,49.37,36.11,25.84,45.48,2,Semi-Loose Neutral Players
14244,Smallfry0718,3925.0,-19.1,48.18,5.83,7.02,61.14,1.96,29.03,75.56,60.0,0.0,26.69,31.27,40.16,35.01,45.87,2,Semi-Loose Neutral Players
14245,smallstakes33,29895.0,-17.48,39.03,28.13,13.79,50.25,1.87,3.22,57.29,46.27,8.69,32.04,22.96,41.01,36.38,45.94,2,Semi-Loose Neutral Players
14247,Smart_Litl_Pig,19131.0,12.21,34.46,3.95,2.43,75.23,1.63,7.47,74.52,62.76,1.77,30.44,24.8,28.48,28.97,57.7,0,Balanced Semi-Loose Players
14248,smartenup815,1201.0,-18.39,35.8,16.27,7.14,53.85,1.89,21.21,48.94,51.52,4.05,32.29,45.32,45.76,31.49,48.09,2,Semi-Loose Neutral Players
14249,Smashdaddy58,1215.0,-81.09,65.48,6.89,2.86,42.22,0.99,20.53,80.36,52.35,1.23,32.49,41.67,32.89,32.94,41.84,1,Loose Passive Callers
14250,SmasherAU81,6022.0,1.37,31.83,12.03,13.64,54.96,1.31,1.57,74.24,36.56,3.52,28.16,36.66,42.86,30.71,49.27,0,Balanced Semi-Loose Players
14254,smattr123,6414.0,-14.7,16.61,1.61,0.0,89.9,1.17,4.88,47.89,59.2,2.02,37.25,41.45,34.81,24.25,60.81,0,Balanced Semi-Loose Players
14255,smbt_fold,2834.0,-29.59,39.03,16.84,8.0,57.04,1.52,9.82,42.15,62.75,4.68,31.89,29.41,50.0,31.01,51.65,2,Semi-Loose Neutral Players
14257,smckev144,7118.0,3.86,28.0,5.56,7.81,65.56,1.23,3.17,59.16,54.64,1.89,21.08,17.11,41.99,34.15,55.77,0,Balanced Semi-Loose Players
14259,Smee4263,4137.0,-43.15,50.83,14.86,7.02,44.44,2.58,33.2,74.31,62.09,3.47,64.08,58.97,36.63,27.37,46.07,4,Overly Aggressive Semi-Loose Players
